yt_id,start_seconds,end_seconds,positive_labels,downloaded
E5FpCDVszyM, 16.000, 26.000,"['/m/012n7d', '/m/07yv9', '/m/0k4j']",True
E5NO6hZgMzs, 30.000, 40.000,"['/m/012ndj', '/m/09x0r']",True
E5V8fgwY8m4, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
E5XqPOzFnfI, 19.000, 29.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/09x0r']",True
E6Mexnk1VxI, 20.000, 30.000,['/m/04qvtq'],True
E6i9AKBYiKg, 2.000, 12.000,"['/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",False
E6sS2d-NeTE, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
E7UqRCbeqio, 110.000, 120.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
E7faKafdDAQ, 10.000, 20.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
E7zhwL4bXWE, 0.000, 6.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
E8R5NUS56hM, 19.000, 29.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07yv9', '/t/dd00066']",True
E8e8vW7dH-E, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq', '/m/09x0r']",True
E8iHjZopPxM, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
E9Moh-zZuHc, 30.000, 40.000,['/m/012ndj'],True
EA33eNV3TsM, 350.000, 360.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
EA356TK2rCg, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r']",True
EB8VDlqEEi8, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",False
EBSOm3ZGnls, 0.000, 10.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
EBgxLMQI1JY, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r']",True
ECYemBGKbX4, 5.000, 15.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
EDa2wl3pYdM, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/07yv9', '/m/09x0r']",True
EF6duJ04-I4, 5.000, 15.000,"['/m/012f08', '/m/04qvtq', '/m/07rknqz', '/m/07yv9', '/m/0k4j', '/t/dd00134']",True
EFF7JmNSSJA, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
EFIUSrQF0yY, 12.000, 22.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EFOxc1jL3aU, 20.000, 30.000,"['/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EFb39xJQwZ8, 0.000, 10.000,"['/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
EFn1P4zo4Us, 50.000, 60.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
EFsnLuj_ILM, 10.000, 20.000,"['/m/03kmc9', '/m/04qvtq', '/m/09x0r']",True
EFuP4SQEiW4, 150.000, 160.000,"['/m/04qvtq', '/m/09x0r', '/t/dd00128']",True
EG6mSiuoZDQ, 30.000, 40.000,['/m/012ndj'],True
EGAGh17UgzM, 10.000, 20.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
EH-uPC0U2-w, 0.000, 10.000,"['/m/012f08', '/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
EHr2Bjr155s, 40.000, 50.000,"['/m/012f08', '/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
EJCoSVjb2G4, 220.000, 230.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EJVEC0ROSuc, 40.000, 50.000,"['/m/04qvtq', '/m/09x0r', '/t/dd00128']",True
EKAo8LAWxvk, 60.000, 70.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
EKrG6i9jHCk, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EL0r5Cpu4YY, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
EL4IciMsfYo, 0.000, 7.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
EMZpQWE4AIM, 2.000, 12.000,['/m/04qvtq'],True
EN08Qy6ihNE, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EN4FIH90tGw, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
ENMIxLDigIQ, 60.000, 70.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
EP0YsnYG_v4, 160.000, 170.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EPDhjxbAoFM, 150.000, 160.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
EQ0gF6UHJwY, 180.000, 190.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EQp2fpnDyNQ, 60.000, 70.000,"['/m/012n7d', '/m/07yv9', '/m/0k4j']",True
ER0zPPfIZHE, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/09x0r']",True
ERUMjVtHJBQ, 30.000, 40.000,"['/m/012n7d', '/m/07yv9']",True
ERkQBkD4oJ8, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
ES77-kIOHHo, 30.000, 40.000,"['/m/012ndj', '/m/04rlf', '/m/07yv9']",True
ESXgEitdYaQ, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
EScurcGb71U, 110.000, 120.000,"['/m/03j1ly', '/m/03kmc9']",True
ESkhw5Hlgic, 60.000, 70.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
ESs9gHPnKK0, 400.000, 410.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
ETUaanwJ89k, 1.000, 11.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
ET_ReejWJgI, 0.000, 5.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/07yv9']",True
ETdYEVBvBXw, 10.000, 20.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
ETzt3i5oVcg, 0.000, 10.000,"['/m/012ndj', '/m/03kmc9', '/m/07yv9']",True
EU2yVBa1-N8, 25.000, 35.000,['/m/04qvtq'],True
EUB0qap_ZmE, 25.000, 35.000,"['/m/03kmc9', '/m/04qvtq']",True
EUKQfLeE91c, 25.000, 35.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EV2gbcbIb4k, 28.000, 38.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/0gvgw0']",True
EV8kGJGeSBY, 0.000, 10.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
EVINfYn0n84, 260.000, 270.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EVQ5A56WWug, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
EVy7k4n3tTs, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
EY50S4-cgIQ, 28.000, 38.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EYF17-m-FSk, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
EYM2bZH0Qyk, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
EYWMQ1IQd6s, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9']",True
EYl6ZUGtWk4, 20.000, 30.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']",False
EYqBcyK6q4U, 0.000, 9.000,"['/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
EYwslVPOtPo, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EYxlL_CLunk, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
EZHBaP5spvU, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
E_MSs3OoEFQ, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
E_TPoXewvk4, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
E__SrkG0dvQ, 190.000, 200.000,"['/m/012n7d', '/m/02_41', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/03m9d0z', '/t/dd00092']",True
EazvI7rscjQ, 10.000, 20.000,['/m/012n7d'],True
Eb0s6gKKFgs, 0.000, 9.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j', '/t/dd00134']",True
Eb5WOo2TGgU, 40.000, 50.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
EbmegDnMhEw, 30.000, 40.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Ebo2sQyeP7I, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
EcTPSh446oE, 70.000, 80.000,"['/m/04qvtq', '/m/07yv9']",True
EdZjeYHyxv8, 22.000, 32.000,"['/m/03j1ly', '/m/07r04', '/m/07yv9']",True
EdxalKhiFXM, 20.000, 30.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Ee9p6GjwMdo, 30.000, 40.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
EeQP9JFce8A, 80.000, 90.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
EeT-5h97tu8, 22.000, 32.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
Egbih9lHGBo, 17.000, 27.000,['/m/012n7d'],True
EgixOeM5CJw, 50.000, 60.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EhcdKAq3S8g, 20.000, 30.000,"['/m/03kmc9', '/m/04qvtq', '/m/04rlf']",True
EiWkTD26E-c, 170.000, 180.000,"['/m/012f08', '/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0btp2', '/m/0k4j']",True
EiYfilpiWv4, 6.000, 16.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",False
EifzD6Y4n9E, 40.000, 50.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EiwCTtgQVjA, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EjqasDYyELw, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
Ek1SZXGNqh0, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/07r04', '/m/07yv9']",True
ElJvOtcO7sc, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Elg3q4FumgE, 10.000, 20.000,"['/m/03j1ly', '/m/04qvtq', '/m/04rlf']",True
ElnzexZJRA4, 6.000, 16.000,"['/m/03kmc9', '/m/04qvtq']",True
EmYJWHpRSks, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
EnCdknnzazU, 20.000, 30.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EnYRcDTV_s8, 280.000, 290.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
EnxS29QYoSE, 0.000, 10.000,"['/m/012f08', '/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
Ep_-hxdx1cc, 14.000, 24.000,"['/m/04qvtq', '/m/07yv9']",True
EpqhsgnFy7g, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
EqdTkIAhiwk, 9.000, 19.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
EqgOfYepVuQ, 12.000, 22.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9']",True
Es5XXiHlb1c, 90.000, 100.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
EscemKqdHHs, 24.000, 34.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
EskGUmI5hlM, 14.000, 24.000,"['/m/04qvtq', '/m/09x0r']",True
EtL2OEQD_vU, 5.000, 15.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
EuNQwrHnJOQ, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07yv9', '/t/dd00066']",True
EuUaPiJVOVw, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']",False
EvPGjvozU1A, 20.000, 30.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
Evcw-qszpnk, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
ExQ-9F1dXGY, 90.000, 100.000,"['/m/03j1ly', '/m/04qvtq', '/m/09x0r']",True
ExYSNsRoPxw, 25.000, 35.000,"['/m/012ndj', '/m/09x0r']",True
ExlyejeQKpM, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9']",True
EywdMYJJuCI, 10.000, 20.000,"['/m/012n7d', '/m/07yv9']",True
F-P_GN0AWkw, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
F-aUYYnqXNs, 11.000, 21.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
F0IBrVXsQPU, 30.000, 40.000,['/m/04qvtq'],True
F1QlH3S0lfQ, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/09x0r']",True
F1n3RV6kzOk, 50.000, 60.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
F2-JvDbdWto, 30.000, 40.000,"['/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
F2WJpqBgIDg, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']",True
F3TEO8xCUAA, 90.000, 100.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
F4BwW-iGdaQ, 21.000, 31.000,['/m/012ndj'],True
F4m0F7IOxBQ, 23.000, 33.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
F4yRP5eoTog, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/07yv9']",True
F57KANMCVNQ, 20.000, 30.000,"['/m/04qvtq', '/m/07yv9', '/t/dd00128']",True
F5sQZ95mdzk, 280.000, 290.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
F6XcQC-M7EE, 210.000, 220.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
F6ZQToJR2qQ, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
F6h17EsddvQ, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
F7y9KSPaywU, 11.000, 21.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
F8DKE2d_ljM, 300.000, 310.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
F8NvKRh0SEA, 30.000, 40.000,['/m/012ndj'],True
F9PnD65NQXc, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",False
F9XUKORDS7s, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FAl7hlrQZj4, 14.000, 24.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FBUX4UcgZEM, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FB_7q7PZXxA, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FC8EAltsW10, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
FDRT6uSjVYc, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FDV46NPCjtA, 11.000, 21.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FDZq4RP-LzU, 30.000, 40.000,"['/m/04qvtq', '/m/04rlf', '/m/09x0r']",True
FDetqnDaggI, 120.000, 130.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FDkl-22SzfA, 6.000, 16.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']",True
FE5q0pWDdTg, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FEDLIuVa840, 490.000, 500.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
FELKqYC676M, 17.000, 27.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
FELMRwtte8c, 150.000, 160.000,"['/m/0284vy3', '/m/04qvtq', '/m/07yv9', '/m/0912c9', '/m/09x0r']",True
FFNmmMIIT-U, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
FFbr_ecfKz0, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/05x_td', '/m/07r04', '/m/07yv9']",True
FFi_X6ZqxaE, 220.000, 230.000,['/m/04qvtq'],True
FG9vTn5F3wg, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']",True
FGoXt7LIK3U, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FH0IHgpzJbA, 0.000, 8.000,"['/m/012n7d', '/m/07yv9']",False
FI1hEB4_TrM, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
FI9fCHZgVcw, 30.000, 40.000,"['/m/012ndj', '/m/03kmc9']",True
FIGqK-PUIdI, 140.000, 150.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
FJ1XkZtHdHM, 27.000, 37.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
FJ5dbUCu2Ug, 0.000, 10.000,['/m/04qvtq'],True
FJVXrSRD5ko, 5.000, 15.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
FJVZvPhciFk, 20.000, 30.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FK2ttHYIKs4, 30.000, 40.000,"['/m/04qvtq', '/m/09x0r']",True
FKg-n7ZSD9M, 20.000, 30.000,['/m/04qvtq'],True
FLOh_s6PM_M, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/0btp2']",True
FLeZ8ae_Do4, 30.000, 40.000,['/m/012ndj'],False
FLlsv6hhAeE, 10.000, 20.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",False
FM-9uXZjsZU, 40.000, 50.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FMdxqkR9SQU, 50.000, 60.000,"['/m/03j1ly', '/m/04qvtq', '/m/04rlf']",False
FN1rC23Rrlg, 170.000, 180.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/0btp2']",True
FN9vntLWqiM, 0.000, 10.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
FNF9S_g_VFM, 30.000, 40.000,"['/m/04qvtq', '/m/09x0r']",True
FNRXerP9gyI, 10.000, 20.000,"['/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
FOGwxDSEgcs, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FOJ112Afdug, 40.000, 50.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
FOwzBFN5TPM, 30.000, 40.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FP7_XoSZ5mw, 20.000, 30.000,"['/m/04qvtq', '/m/04rlf', '/m/09x0r']",True
FPC1t5tQOTc, 230.000, 240.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FPQ3ttYOU9o, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
FPYr6ehHm08, 22.000, 32.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/09x0r']",True
FQCBBSD9b8w, 0.000, 7.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/t/dd00134']",True
FQSAHUw_fUc, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FQvPhqo5giY, 13.000, 23.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
FR12eq0Enzc, 120.000, 130.000,"['/m/04qvtq', '/m/09x0r']",True
FRJXJkAFnUQ, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/09x0r']",True
FRzF_rFfAuE, 2.000, 12.000,"['/m/012ndj', '/m/07yv9']",True
FS78OGZRirc, 6.000, 16.000,"['/m/012ndj', '/m/07yv9', '/m/09x0r']",True
FSt84_HGZSg, 20.000, 30.000,"['/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j', '/t/dd00128']",True
FTUx16VdZ7g, 11.000, 21.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
FTmxolWpI4M, 70.000, 80.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FTsXrrBwgCE, 3.000, 13.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FTtlxzgPP2o, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
FTxYiDvcp3c, 30.000, 40.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",False
FUqKHlzUvzk, 200.000, 210.000,"['/m/03j1ly', '/m/03kmc9', '/m/07r04', '/m/07yv9', '/m/0btp2']",True
FV6rKmY8I4o, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']",True
FV9kHHmsD8o, 70.000, 80.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FVnYbYOd5cc, 30.000, 40.000,"['/m/04qvtq', '/m/04rlf', '/m/07yv9', '/m/0k4j', '/m/0ltv']",True
FVszsVpyGuQ, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/m/09x0r']",False
FVxWTDuRYQ8, 18.000, 28.000,"['/m/012ndj', '/m/07yv9']",True
FWta-G1SMV0, 0.000, 7.000,"['/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FX2jrRaF3s0, 19.000, 29.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FXS2oZG9szE, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
FXaFJAmZEiE, 4.000, 14.000,"['/m/012n7d', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
FY856CPOU9I, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/07yv9', '/m/0k4j']",False
FYKxY0WPEX0, 14.000, 24.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FYLoRJR5B5U, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FZHiilQUYFg, 0.000, 10.000,['/m/04qvtq'],True
FZLnBJ7vnHY, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
FZWnZV26X14, 13.000, 23.000,"['/m/03j1ly', '/m/04qvtq']",True
FZY3u7gSo8I, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9']",True
FZvLztX1Ewc, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Fa0mK7zPm8Y, 0.000, 10.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/t/dd00128']",True
FaNO9Mds_Kk, 30.000, 40.000,['/m/04qvtq'],True
FbuzX3Zni74, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
Fc9uqHOuyBQ, 1.000, 11.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FcaTfFCzhAI, 9.000, 19.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
Fcn8aMdfHZI, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
FcuBYdMGNno, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
Fd3FvO-rG8w, 110.000, 120.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FdTl0ITxDJ0, 430.000, 440.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
FdlLiOb3GIg, 30.000, 40.000,"['/m/04qvtq', '/m/09x0r']",True
Fe73sVkCoEQ, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FeSGhrXvcqo, 0.000, 10.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
FeTLIPsNnFQ, 30.000, 40.000,"['/m/03j1ly', '/m/07yv9']",True
FezdXsOg8Sw, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']",True
Ff17VgRHVBY, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
Ff8FzMxTmPU, 30.000, 40.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9']",True
FfVRPHjGkfI, 320.000, 330.000,"['/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
FfWTfjp1IPs, 21.000, 31.000,"['/m/03j1ly', '/m/03kmc9']",True
Fh2B6dBeVQs, 17.000, 27.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
FhVgZ4jc0sc, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
FhimNYClv40, 40.000, 50.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",False
Fi-hjUkz9RE, 110.000, 120.000,"['/m/012f08', '/m/012ndj', '/m/07r04', '/m/07yv9']",True
Fi30Q7gb-bY, 30.000, 40.000,"['/m/012n7d', '/m/07yv9', '/m/09x0r']",True
FiLbQx6uC6w, 16.000, 26.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
Fj6T_mIzOEI, 18.000, 28.000,['/m/012ndj'],True
Fjd6VwTmoBw, 200.000, 210.000,"['/m/04qvtq', '/m/04rlf']",True
Fjo6ZyHdKbQ, 30.000, 40.000,"['/m/012ndj', '/m/03kmc9', '/m/07yv9', '/m/0k4j']",True
Fk4-233HZns, 180.000, 190.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
