yt_id,start_seconds,end_seconds,positive_labels,downloaded
7L9K3qCtQT4, 210.000, 220.000,"['/m/09x0r', '/m/0c3f7m']",False
B3Lzec7WYbw, 30.000, 40.000,"['/m/07q2z82', '/m/0btp2']",True
sL9ys7SWfm0, 10.000, 20.000,"['/m/03kmc9', '/m/0dgbq']",False
3QWxnSjNoDs, 30.000, 40.000,"['/m/07r04', '/m/07yv9']",True
mmkqtCtT-fI, 30.000, 40.000,['/m/04rlf'],True
n5n-nCMLboQ, 20.000, 30.000,['/m/01y3hg'],False
-ADTZNx531s, 340.000, 350.000,"['/m/012f08', '/m/0195fx', '/m/07jdr', '/m/07yv9', '/m/0btp2']",True
JhW_jQpWYL4, 290.000, 300.000,"['/m/0912c9', '/m/09x0r']",True
t7uMx5EU-Rg, 450.000, 460.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/m/09x0r', '/t/dd00128']",True
RAaKVCWT6Y4, 30.000, 40.000,"['/m/02qldy', '/m/05zppz', '/m/09x0r', '/m/0brhx', '/m/0ytgt']",True
GOUC33QmtQA, 30.000, 40.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
EthMqCREObQ, 110.000, 120.000,"['/m/03cl9h', '/m/04rlf']",True
L6GLUMUJn3A, 0.000, 6.000,['/m/07pp_mv'],True
caKKqhLkzV4, 10.000, 20.000,['/m/02mfyn'],True
iW-WKcXg6nY, 200.000, 210.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",False
-Nh61_Rwf-E, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/0k4j']",True
XfEGCnM5n-I, 30.000, 40.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/0912c9']",True
FeV2SYHHt9g, 10.000, 20.000,"['/m/0199g', '/m/04rlf', '/m/07yv9']",True
THT5zhL4qQs, 30.000, 40.000,"['/m/07yv9', '/m/0gvgw0', '/m/0k4j']",False
DIkpvHv0QHo, 10.000, 20.000,"['/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
ZzuoDjuqFrY, 120.000, 130.000,"['/m/015lz1', '/m/026t6', '/m/02k_mr', '/m/04rlf', '/m/04szw', '/m/0l14md']",True
ogSZ21sdHaY, 0.000, 10.000,"['/m/02fs_r', '/m/04gxbd']",True
Y0Wf_RYyBFY, 30.000, 40.000,['/m/09x0r'],True
5fLzQegwHUg, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
iF3tMpyvGqI, 10.000, 20.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",False
q_a3iPuY4fk, 180.000, 190.000,"['/m/012f08', '/m/07r04', '/m/07yv9', '/m/0h9mv', '/m/0ltv']",True
nadgEJcMN5A, 0.000, 10.000,"['/m/04_sv', '/m/07yv9']",True
0xgjlup2KBI, 30.000, 40.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/0k4j', '/t/dd00134']",True
6aAsbR-f6aU, 10.000, 20.000,"['/m/0912c9', '/m/09x0r']",True
NSt0n7jvFKA, 100.000, 110.000,['/m/0c3f7m'],True
P9JmNiHEP00, 20.000, 30.000,"['/m/01bjv', '/m/09x0r']",True
n279ujOF2rc, 0.000, 10.000,"['/m/02mk9', '/m/07yv9']",True
Zn9t_taH6Nk, 50.000, 60.000,"['/m/07pp_mv', '/m/09x0r']",True
WIGhrUZ_eCk, 100.000, 110.000,"['/m/012f08', '/m/07q2z82', '/m/07r04', '/m/07yv9']",True
TpYdG5rqKnc, 70.000, 80.000,"['/m/07yv9', '/m/0912c9']",True
2aUWpuKZ-GQ, 0.000, 10.000,"['/m/03wwcy', '/m/09x0r', '/m/0gy1t2s']",True
qB80jG4gCeY, 30.000, 40.000,['/m/09x0r'],True
m2RhX38_Mxs, 30.000, 40.000,['/m/07pp_mv'],True
3pdtjFxxBs0, 12.000, 22.000,"['/m/07yv9', '/m/0gvgw0', '/m/0k4j']",False
7ee54nr6jG8, 30.000, 40.000,['/m/02mfyn'],True
MJV7UWJkBHY, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']",False
qL0ESQcaPhM, 30.000, 40.000,"['/m/0199g', '/m/07yv9', '/m/09x0r', '/m/0btp2']",True
jZSofKZO0ik, 60.000, 70.000,"['/m/012f08', '/m/04_sv', '/m/07yv9', '/m/0h9mv']",True
pfTQ6k7RQS4, 6.000, 16.000,"['/m/04_sv', '/m/07yv9', '/m/09x0r']",True
MECmqGZ-wLk, 110.000, 120.000,"['/m/02fs_r', '/m/09x0r']",True
CTfs1miO_Ew, 220.000, 230.000,"['/m/07jdr', '/m/07yv9', '/t/dd00048', '/t/dd00128']",True
jdH056nK5m0, 1.000, 11.000,"['/m/02fs_r', '/m/0c1dj']",True
TTxOyJm_edY, 155.000, 165.000,"['/m/01y3hg', '/m/09x0r', '/m/0c3f7m']",False
xEFzYTPoBzw, 110.000, 120.000,"['/m/01hsr_', '/m/09x0r']",True
a7jGKl192wI, 10.000, 20.000,"['/m/04rlf', '/m/09x0r', '/m/0gy1t2s', '/t/dd00125']",True
zrb76mJOZQQ, 3.000, 13.000,"['/m/0395lw', '/m/0gy1t2s']",True
OwH8Fp_iW4w, 80.000, 90.000,"['/m/012f08', '/m/02mk9', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
V24sjZ7DpSs, 0.000, 6.000,"['/m/07yv9', '/m/0912c9', '/m/0k4j', '/t/dd00128']",True
qmqcjM9v6So, 40.000, 50.000,"['/m/012f08', '/m/07yv9', '/m/0btp2', '/m/0h9mv', '/m/0k4j']",True
h3cHd4lvlog, 30.000, 40.000,"['/m/07qv_d5', '/m/07yv9']",True
HHmElVHmIIs, 20.000, 30.000,"['/m/012f08', '/m/01bjv', '/m/02rhddq', '/m/07yv9']",True
zjmb1IH8INw, 140.000, 150.000,['/m/06_fw'],True
aWru1C-rH8U, 100.000, 110.000,"['/m/015lz1', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fx80y']",True
2VzvCtRDom8, 160.000, 170.000,"['/m/07pp_mv', '/m/0c3f7m']",True
FTA0TnNtGlM, 10.000, 20.000,"['/m/02dgv', '/m/030rvx', '/m/0c3f7m']",True
oHOTU1QFmm0, 100.000, 110.000,"['/m/015lz1', '/m/04rlf']",False
5Pcd1tduONw, 10.000, 20.000,"['/m/012f08', '/m/02mk9', '/m/07yv9', '/m/0k4j']",True
7AN6Sfm3cFc, 140.000, 150.000,"['/m/012f08', '/m/07qv_d5', '/m/07yv9', '/m/0912c9', '/m/0btp2', '/m/0k4j']",True
tpbxgA3csQU, 30.000, 40.000,"['/m/015p6', '/m/0h0rv', '/t/dd00129']",True
AlTENm4FDnc, 0.000, 10.000,['/m/04gxbd'],True
zxEslFd0Kqc, 0.000, 8.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']",True
W_HhkSI07ms, 340.000, 350.000,"['/m/01y3hg', '/m/09x0r', '/m/0c3f7m', '/t/dd00125']",True
2gdfn0Efqqs, 30.000, 40.000,"['/m/02mk9', '/m/07pb8fc', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00066', '/t/dd00067', '/t/dd00130']",True
pddv2pHKd94, 30.000, 40.000,"['/m/04rlf', '/m/07yv9', '/m/09x0r', '/m/0gvgw0']",True
W6oZuM68ktw, 30.000, 40.000,['/m/0gvgw0'],True
zDb-sR75UQw, 30.000, 40.000,"['/m/0199g', '/m/07yv9']",True
_AnA3kSsATc, 10.000, 20.000,"['/m/07yv9', '/m/0h9mv', '/m/0ltv']",True
4mFlh-BqdGo, 0.000, 10.000,"['/m/04rlf', '/m/09x0r', '/m/0gy1t2s']",True
3KwC-NVV4IE, 130.000, 140.000,"['/m/07pp_mv', '/m/09x0r']",False
lZlEwN4ume0, 0.000, 10.000,"['/m/04rlf', '/m/0gy1t2s']",True
e04XkAT0Thw, 80.000, 90.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
L5e4bLc8z8Q, 30.000, 40.000,"['/m/07yv9', '/m/0gvgw0']",True
DUzS1Wp6P2E, 30.000, 40.000,"['/m/04rlf', '/m/09x0r', '/m/0ytgt', '/t/dd00125']",True
-VRL_ojsm0k, 10.000, 20.000,"['/m/03cl9h', '/m/04rlf']",True
j6mYzEsAFVo, 90.000, 100.000,"['/m/04rlf', '/m/05fw6t', '/m/09x0r', '/m/0gy1t2s']",True
fKKPMtiHgSw, 10.000, 20.000,"['/m/02mk9', '/m/07yv9']",True
ezJkCE1-81s, 260.000, 270.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']",True
nbFT6i3Ks2E, 20.000, 30.000,"['/m/09x0r', '/m/0gy1t2s']",True
Nuj4gYCvIn0, 0.000, 10.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
KqQcV9xwrcY, 140.000, 150.000,"['/m/015lz1', '/m/04rlf']",True
FgN9v1jYqjA, 30.000, 40.000,"['/m/04_sv', '/m/07q2z82', '/m/07yv9', '/m/0btp2']",False
ckBFvApspR8, 90.000, 100.000,"['/m/04rlf', '/m/06_fw']",True
nNK9dF_Lu40, 20.000, 30.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048']",True
3nZbEMyZgVQ, 12.000, 22.000,['/m/02mfyn'],True
8x7LvzWwTSU, 9.000, 19.000,"['/m/030rvx', '/m/09x0r']",True
416LXKQCpQg, 110.000, 120.000,"['/m/04rlf', '/m/09x0r', '/m/0c3f7m']",True
8vBdZ-s2DVo, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/09x0r', '/m/0gvgw0']",True
mx_t1glv_uE, 0.000, 10.000,"['/m/0284vy3', '/m/04rlf', '/m/07qv_d5']",False
b2c4kQm69MY, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/09x0r']",False
8vEPbxIFXSo, 340.000, 350.000,"['/m/04gxbd', '/m/0k4j']",True
I3izYHSgVTQ, 570.000, 580.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
tQ2mue3_n2Q, 50.000, 60.000,"['/m/03kmc9', '/m/0dgbq']",False
P7ZALrBfb9Q, 0.000, 10.000,"['/m/03cl9h', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/m/0ytgt']",True
Q0KxYhDytl8, 110.000, 120.000,['/m/0gy1t2s'],False
6ZhWvcIPMW0, 20.000, 30.000,"['/m/07q2z82', '/m/07r04', '/m/07yv9', '/m/09x0r', '/t/dd00066', '/t/dd00129']",True
aed60KCaOJU, 100.000, 110.000,"['/m/030rvx', '/m/09x0r']",True
pTyyahGIIOc, 20.000, 30.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
n5txG3WfhWQ, 20.000, 30.000,['/m/07pp_mv'],True
LxYTNanABHw, 260.000, 270.000,"['/m/09x0r', '/m/0c3f7m']",True
wsZ_KlgiZRg, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']",True
rprGjeItQvI, 0.000, 10.000,['/m/02fs_r'],True
2u77mzFw-KA, 30.000, 40.000,"['/m/07yv9', '/m/09x0r', '/m/0gvgw0', '/m/0k4j']",True
cmPo_Dat-0A, 180.000, 190.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j']",True
2FzWbaqpTfU, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/m/0k4j']",False
8SYLYWR47EE, 30.000, 40.000,['/t/dd00134'],True
zRTxSrCtQhQ, 170.000, 180.000,"['/m/02rhddq', '/m/07yv9', '/t/dd00129']",True
gTFCK9TuLOQ, 30.000, 40.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/06wzb', '/m/07jdr', '/m/07rjwbb', '/m/07rwm0c', '/m/0c1dj']",False
SyWG2qmu3Ps, 260.000, 270.000,"['/m/04rlf', '/m/09x0r', '/t/dd00128']",True
86MLD8uliGA, 22.000, 32.000,"['/m/0199g', '/m/09x0r']",True
1BljQ6AdSbM, 12.000, 22.000,"['/m/012f08', '/m/07yv9', '/m/0k4j', '/t/dd00134']",True
GPxl3RLnWPE, 1.000, 11.000,['/m/02fs_r'],False
IEV9eCb1HrY, 30.000, 40.000,"['/m/0195fx', '/m/06d_3', '/m/07jdr']",True
7QEBDcZhdB8, 120.000, 130.000,"['/m/07jdr', '/m/07yv9', '/m/09x0r']",True
KQnxYQteBzo, 180.000, 190.000,['/m/0gy1t2s'],True
RYzJ65XpuqY, 60.000, 70.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
9cTnhzZoGus, 30.000, 40.000,"['/m/04rlf', '/m/07r04', '/m/07yv9']",True
_ZbsGWUIhBk, 510.000, 520.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048']",False
SLLeWfAkE14, 120.000, 130.000,"['/m/09x0r', '/m/0c3f7m']",True
GPfvNMAJNrg, 10.000, 20.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr']",True
GwS9t7ehdWo, 20.000, 30.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9', '/m/0912c9', '/m/09x0r']",True
8u7_UBwLFbA, 0.000, 9.000,"['/m/0199g', '/m/07yv9', '/m/09x0r']",True
s0pkPRwss9s, 50.000, 60.000,"['/m/04rlf', '/m/06_fw']",True
YeM0hBVGjcg, 140.000, 150.000,"['/m/015lz1', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/07s0s5r']",True
0kgiYfKS_qE, 30.000, 40.000,"['/m/04fq5q', '/m/04rlf']",True
Lr1G-H1o0Rw, 0.000, 4.000,"['/m/07rknqz', '/m/09x0r']",True
z-ES-181pYE, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']",True
d6WUj7ghE1U, 30.000, 40.000,"['/m/0199g', '/m/09x0r']",True
dcQIZPOyaN0, 0.000, 10.000,"['/m/07yv9', '/m/0k4j', '/t/dd00128']",True
Z7mTSnlaWps, 150.000, 160.000,"['/m/04fq5q', '/m/04rlf']",True
cTNnWfG4OIc, 160.000, 170.000,"['/m/07yv9', '/m/0912c9']",True
U7pyKUeo_Qs, 190.000, 200.000,"['/m/03cl9h', '/m/04rlf', '/m/0dwtp']",False
nVA8BdFZM7k, 70.000, 80.000,"['/m/07pp_mv', '/m/09x0r', '/m/0c3f7m']",True
FwbnIjiXwVI, 180.000, 190.000,"['/m/015lz1', '/m/04rlf', '/t/dd00125']",False
qi8uKBUXaqc, 180.000, 190.000,"['/m/01g50p', '/m/0284vy3', '/m/04zmvq', '/m/06d_3', '/m/07jdr']",True
zmEPBV4XDLU, 8.000, 18.000,['/t/dd00134'],True
SfIsPXgWjcY, 0.000, 10.000,"['/m/03cl9h', '/m/04rlf', '/m/07yv9', '/t/dd00128']",True
bgikiSmfR-A, 40.000, 50.000,"['/m/012f08', '/m/07yv9', '/m/0btp2', '/m/0k4j']",False
PmtNX1I3wkE, 140.000, 150.000,"['/m/07r04', '/m/07yv9', '/m/0btp2']",True
AgLrGGPC1HM, 30.000, 40.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/0k4j']",True
0pY_8gRBCR4, 30.000, 40.000,"['/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
NpnZxm5KnTU, 380.000, 390.000,"['/m/012f08', '/m/01bjv', '/m/07yv9']",True
-EFS2mihxs0, 240.000, 250.000,"['/m/02rhddq', '/m/07yv9', '/t/dd00129']",True
K3yohoCqD2E, 50.000, 60.000,"['/m/02mk9', '/m/07r04', '/m/07yv9', '/m/0k4j', '/t/dd00065']",True
9XFgzi6H3Eo, 70.000, 80.000,['/m/02mfyn'],True
3sBzAAhyOJA, 340.000, 350.000,"['/m/04_sv', '/m/07yv9']",True
GKPDspVKdn4, 30.000, 40.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048', '/t/dd00129']",True
eWKvrXYpAno, 10.000, 20.000,['/m/02mfyn'],True
Lpc2cUV0GYk, 30.000, 40.000,"['/m/04rlf', '/m/09x0r', '/t/dd00128']",False
YEoK5i38J-Q, 90.000, 100.000,['/m/02fs_r'],True
I006_YzGBrA, 200.000, 210.000,"['/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9', '/t/dd00128']",True
-hujJQrebi8, 1.000, 11.000,"['/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/m/09x0r', '/t/dd00066']",True
9--lmruxKJY, 11.000, 21.000,"['/m/04fq5q', '/m/0912c9', '/m/09x0r', '/t/dd00129']",True
URylns7j3kU, 0.000, 10.000,['/m/06_fw'],True
pntpsauQ5w4, 580.000, 590.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
f27uhGKFw4g, 80.000, 90.000,"['/m/012f08', '/m/02mk9', '/m/07yv9', '/m/0k4j']",True
MY5OOgso9e4, 11.000, 21.000,"['/m/07qv_d5', '/m/07yv9', '/m/0k4j']",True
siWV-9iulHI, 30.000, 40.000,"['/m/04fq5q', '/t/dd00129']",True
QarNxXm5Ti4, 10.000, 20.000,['/m/04fq5q'],True
kCU4Q4zeLsc, 570.000, 580.000,"['/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
LYgKBUKHvzc, 120.000, 130.000,"['/m/09x0r', '/t/dd00128']",True
WLGd1Var6bk, 360.000, 370.000,"['/m/07yv9', '/m/0h9mv', '/m/0k4j']",True
rKnHAQZqxwI, 490.000, 500.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']",True
fMkBqwY4b-w, 130.000, 140.000,['/m/02mk9'],True
UKKqO-AxhHA, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']",True
d7GVZ3uDPvw, 13.000, 23.000,['/m/02mfyn'],True
4RG5CU0hvkg, 80.000, 90.000,"['/m/015lz1', '/m/04rlf']",True
PeNMYu7oHXk, 6.000, 16.000,['/t/dd00134'],True
tx4wwxInqpQ, 160.000, 170.000,"['/m/01bjv', '/m/07yv9']",True
iK8LePuKMzw, 140.000, 150.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
ESEpEdiBu54, 20.000, 30.000,"['/m/09x0r', '/m/0jbk']",True
IBCFfsNXIvQ, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']",True
FWLrH3sOsxY, 200.000, 210.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']",True
moF24zGf3W8, 160.000, 170.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/t/dd00048']",True
3nJwPTUO3X8, 22.000, 32.000,"['/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/m/07yv9', '/t/dd00066', '/t/dd00067']",True
CPXAG8EvKy4, 380.000, 390.000,"['/m/05zppz', '/m/09x0r']",True
XcBxcAT6s2E, 60.000, 70.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048']",True
nIQOGn26bCA, 0.000, 5.000,['/m/04fq5q'],True
EZ5Kgpr9fhA, 470.000, 480.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9', '/m/0912c9']",True
JDlOAOfPiAU, 30.000, 40.000,"['/m/0199g', '/m/04rlf', '/m/09x0r', '/t/dd00128']",True
kxlqvEqhvqg, 10.000, 20.000,['/m/01y3hg'],True
Gm-BYfS4TOQ, 30.000, 40.000,"['/m/07yv9', '/m/09x0r', '/m/0btp2', '/m/0k4j']",False
uBXVWw5DF0s, 20.000, 30.000,"['/m/04gxbd', '/m/09x0r']",True
Tfds3FxR4dg, 90.000, 100.000,"['/m/09x0r', '/t/dd00128']",True
zRCNOubu06o, 20.000, 30.000,"['/m/07yv9', '/t/dd00134']",True
w5X4UTXESMY, 0.000, 8.000,"['/m/01bjv', '/m/04rlf', '/m/07yv9', '/m/09x0r']",True
6R8vKkzy22M, 250.000, 260.000,"['/m/02fs_r', '/m/09x0r']",True
1Tg9VvRZN5k, 30.000, 40.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']",True
5Qf2-6Dhxd8, 290.000, 300.000,"['/m/04gxbd', '/m/09x0r']",False
U8A_KFuVTz0, 30.000, 40.000,"['/m/01bjv', '/m/04rlf', '/m/07yv9', '/m/09x0r']",True
JOfV4SjmDeQ, 490.000, 500.000,"['/m/02fs_r', '/m/09x0r']",True
c4ySWqSH0w0, 0.000, 10.000,"['/m/06_fw', '/m/09x0r']",True
P-QOd_28o9c, 30.000, 40.000,"['/m/04rlf', '/m/07cx4', '/m/07pp8cl', '/m/09x0r']",True
aE5ibz75ceM, 260.000, 270.000,"['/m/04rlf', '/m/06_fw']",True
mRQDTAoaHok, 120.000, 130.000,"['/m/04fq5q', '/m/04rlf', '/m/09x0r', '/m/0ytgt', '/t/dd00127']",True
eQOEcWtAbVs, 130.000, 140.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
5_qTh_HueRA, 210.000, 220.000,"['/m/04fq5q', '/m/04rlf']",True
5ih1A1Ih_TQ, 0.000, 10.000,"['/m/04_sv', '/m/07yv9', '/m/09x0r']",True
gt6Njc8W0X0, 330.000, 340.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
EquTEWarbvY, 30.000, 40.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9']",True
8NY0TBjAtqA, 40.000, 50.000,"['/m/012f08', '/m/02mk9', '/m/07qn4z3', '/m/07yv9', '/m/0k4j']",True
ItnaakpiXvY, 30.000, 40.000,"['/m/02rhddq', '/m/07yv9']",True
LeBlzKRMM7I, 0.000, 10.000,['/m/0gy1t2s'],True
1-pEdhaiLgY, 10.000, 20.000,['/m/0gy1t2s'],True
xHHIABb_qP4, 110.000, 120.000,"['/m/07yv9', '/t/dd00129']",True
HDzoSPC8g7c, 180.000, 190.000,"['/m/030rvx', '/m/09x0r']",False
DcnPT6AL8sM, 220.000, 230.000,['/m/0284vy3'],True
Nc-YPmCv1Gg, 110.000, 120.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']",True
vDo_GemAzpk, 470.000, 480.000,"['/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
-E9o4ywIoj8, 10.000, 20.000,['/m/0c3f7m'],False
IxgWyQitCGo, 30.000, 40.000,"['/m/04rlf', '/m/0gy1t2s']",True
NU4PMSto7-k, 20.000, 30.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048']",True
7fynEo72YKM, 30.000, 40.000,"['/m/030rvx', '/m/09x0r']",True
7OJaAjzdZfY, 30.000, 40.000,"['/m/07yv9', '/m/0k4j']",True
1SSS8roUGOE, 30.000, 40.000,"['/m/02mk9', '/m/07yv9', '/m/09x0r', '/t/dd00067']",True
B1LMo_51Hrs, 30.000, 40.000,"['/m/01bjv', '/m/07yv9']",True
2_LbDs2wBIE, 150.000, 160.000,"['/m/07yv9', '/m/0btp2']",True
SpA2PsgFnz0, 17.000, 27.000,"['/m/07jdr', '/m/07yv9', '/m/0912c9', '/m/09x0r', '/t/dd00128']",False
1IB44BXXsEg, 27.000, 37.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']",True
Da51cM16ijY, 210.000, 220.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']",True
XUHU7Rk9c1o, 150.000, 160.000,"['/m/012f08', '/m/07yv9', '/m/0k4j']",True
oCA3nHrFvAg, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']",True
Noi90co64tg, 0.000, 10.000,"['/m/04rlf', '/m/0dl5d']",True
YumncHNYz_E, 230.000, 240.000,"['/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
ojX2RfjKaMQ, 30.000, 40.000,"['/m/01bjv', '/m/07yv9']",True
JJotMvT8rYk, 10.000, 20.000,"['/m/06_fw', '/m/09x0r', '/m/0ytgt']",True
DtdUYobU_EI, 140.000, 150.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/t/dd00048']",True
PUcsQijslE4, 80.000, 90.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']",False
ucxq4_wU98M, 0.000, 7.000,['/m/0912c9'],True
5wFap5zaBU4, 510.000, 520.000,"['/m/06_fw', '/m/09x0r']",True
s66TsZdwchs, 10.000, 20.000,['/m/07pp_mv'],True
2bEAy7oMNJY, 30.000, 40.000,"['/m/030rvx', '/m/09x0r']",True
94nU7LcO51o, 50.000, 60.000,"['/m/0199g', '/m/07yv9']",True
Uyi594RXmwk, 30.000, 40.000,['/m/02fs_r'],True
Sng7QKAToX8, 10.000, 20.000,"['/m/012f08', '/m/01bjv', '/m/07qv_d5', '/m/07yv9']",True
G16Tk0yfR0Q, 7.000, 17.000,"['/m/0199g', '/m/07yv9', '/m/09x0r']",True
qksu3oBEIjo, 10.000, 20.000,"['/m/07qv_d5', '/m/09x0r']",True
CESRrHfXako, 220.000, 230.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
7Yr4Y6V8hck, 30.000, 40.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/06wzb', '/m/07jdr', '/m/07rjwbb', '/m/07rwm0c', '/m/0c1dj']",True
nuK5KnhoziE, 300.000, 310.000,"['/m/012f08', '/m/01bjv', '/m/04gxbd', '/m/07yv9']",True
LauoPiW9VUw, 0.000, 10.000,"['/m/04rlf', '/m/07pp_mv', '/m/09x0r']",True
M8S0-ub7OdY, 27.000, 37.000,"['/m/04gxbd', '/m/09x0r']",True
9badbJVJ0RA, 0.000, 10.000,"['/m/03cl9h', '/m/07yv9', '/m/09x0r']",True
cyUxVnEi4RQ, 30.000, 40.000,"['/m/02mfyn', '/m/03kmc9']",True
6v-EX7I_Tw0, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/09x0r']",True
laPUervHNjU, 21.000, 31.000,['/m/0gy1t2s'],True
V7RTJvqB_uo, 160.000, 170.000,"['/m/09x0r', '/t/dd00128', '/t/dd00129']",False
Q2Tlh7eD6hk, 30.000, 40.000,"['/m/03kmc9', '/m/07pp_mv']",True
TsfhdY-B4hk, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']",True
F4dTrlQgHKc, 0.000, 5.000,"['/m/07qv_d5', '/m/0912c9']",True
R0ALupv5AvU, 500.000, 510.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']",True
2DNOegXkzV8, 30.000, 40.000,"['/m/04rlf', '/m/07q2z82', '/m/07yv9', '/m/0k4j']",True
Lqf0Es600T8, 27.000, 37.000,"['/m/0199g', '/m/0gy1t2s']",True
hO9-Zeuotqg, 50.000, 60.000,"['/m/012f08', '/m/07yv9', '/m/0k4j']",True
6fQOuv-8ufo, 150.000, 160.000,"['/m/07q2z82', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
KmuwWIt115E, 280.000, 290.000,"['/m/015p6', '/m/07pggtn', '/t/dd00129']",True
M5_SwXoKKAE, 30.000, 40.000,"['/m/07yv9', '/m/0gvgw0']",False
