yt_id,start_seconds,end_seconds,positive_labels
8Ioj1XsnLbk, 180.000, 190.000,"['/m/015lz1', '/m/04rlf', '/m/09x0r', '/t/dd00126']"
oXDz4Eb3VO0, 50.000, 60.000,"['/m/04rlf', '/t/dd00128']"
q5tCN3Agzy8, 0.000, 9.000,['/m/01y3hg']
QXO9tlwgvKc, 50.000, 60.000,['/m/02mfyn']
gbwQp76MhcQ, 15.000, 25.000,['/m/030rvx']
faUIRrDZtSo, 7.000, 17.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/t/dd00134']"
8d6SwUPTyOQ, 30.000, 40.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']"
5DYvxX5j27w, 20.000, 30.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
8WfOH_ej_RU, 30.000, 40.000,"['/m/02mk9', '/m/04rlf', '/m/07yv9', '/m/09x0r', '/t/dd00130']"
ca-IJz51uaQ, 160.000, 170.000,"['/m/07r04', '/m/07yv9']"
zjMVvaN8A48, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
44BkjOxO70w, 60.000, 70.000,"['/m/04rlf', '/m/07yv9', '/m/0k4j', '/m/0ltv']"
ZW1NKPBephU, 70.000, 80.000,"['/m/0199g', '/m/07yv9']"
J5uw2cPp8r0, 30.000, 40.000,"['/m/01bjv', '/m/07yv9']"
S1wUn1aYZeA, 0.000, 6.000,"['/m/0912c9', '/t/dd00125']"
idTAtq9lPeg, 350.000, 360.000,"['/m/030rvx', '/m/09x0r']"
trPbJ3zY6ww, 30.000, 40.000,"['/m/07q2z82', '/m/07yv9', '/m/0k4j']"
3bFj8tVPA00, 30.000, 40.000,['/m/02mfyn']
lJU70JO45C0, 130.000, 140.000,"['/m/07yv9', '/m/0h9mv', '/m/0ltv']"
fXPxB6SR7bo, 420.000, 430.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r', '/t/dd00128']"
3gtuSCbJP34, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
sJ7LplPa2Xk, 10.000, 20.000,"['/m/04rlf', '/m/09x0r', '/m/0gy1t2s']"
2QXhTsNhzIQ, 340.000, 350.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
BgQHCtHcTC0, 29.000, 39.000,['/m/04gxbd']
xZHSFKLeRx4, 0.000, 10.000,['/m/030rvx']
SKgrREJfXbM, 190.000, 200.000,"['/m/07yv9', '/m/0btp2']"
Bv1XiZiJ-6w, 30.000, 40.000,"['/m/01jwx6', '/m/02mk9', '/m/07pb8fc', '/t/dd00066']"
SrFROSeHciw, 20.000, 30.000,"['/m/07jdr', '/m/07yv9']"
Jjc6u3T2SRw, 70.000, 80.000,"['/m/03kmc9', '/m/07pp_mv', '/m/09x0r', '/m/0c3f7m']"
5GFWog3rkOo, 190.000, 200.000,['/m/0c3f7m']
4xnLQcJUdDQ, 20.000, 30.000,"['/m/012f08', '/m/04_sv', '/m/07yv9', '/m/0btp2', '/m/0k4j', '/t/dd00134']"
fMiAnEYgoBI, 130.000, 140.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/t/dd00128']"
5iVClpycVDc, 90.000, 100.000,"['/m/06_fw', '/m/09x0r']"
TmgRMECuutQ, 4.000, 14.000,['/t/dd00134']
HZ87qe9M70o, 30.000, 40.000,"['/m/03cl9h', '/m/04rlf']"
7db64HOzh-Y, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/m/09x0r']"
PxF-myGpGCg, 70.000, 80.000,['/t/dd00048']
FkC3aOO6-wM, 120.000, 130.000,"['/m/015lz1', '/m/04rlf']"
bhbST67G_OM, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
RgjBzzpqlss, 50.000, 60.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
ms6GLLmFgI0, 220.000, 230.000,"['/m/015lz1', '/m/04rlf']"
LjFaCNbCqgA, 80.000, 90.000,"['/m/030rvx', '/m/08p9q4', '/m/09x0r']"
u08iA12iAmM, 30.000, 40.000,"['/m/03kmc9', '/m/0c1dj', '/m/0dgbq']"
qWxvvNXnfFU, 30.000, 40.000,"['/m/01y3hg', '/m/030rvx', '/m/09x0r', '/m/0c3f7m', '/t/dd00125']"
nf9Mv1tLzL0, 160.000, 170.000,"['/m/07yv9', '/m/0h9mv', '/m/0k4j']"
X7r6kC88wB4, 8.000, 18.000,"['/m/03cl9h', '/m/04rlf']"
jQ1a02j1-D8, 240.000, 250.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
N81eVuYQDt0, 20.000, 30.000,"['/m/0199g', '/m/07yv9', '/t/dd00125']"
jCQhPi4_32A, 30.000, 40.000,['/m/030rvx']
-M88hG5X8fQ, 10.000, 20.000,['/m/0c3f7m']
FVKCPEDAXA8, 90.000, 100.000,"['/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066', '/t/dd00128']"
aM60f5ayHx0, 220.000, 230.000,"['/m/07r04', '/m/07yv9']"
FJvnaKdAc8U, 20.000, 30.000,['/m/04gxbd']
HoxVwvY4Bjo, 20.000, 30.000,"['/m/02mk9', '/m/07yv9', '/t/dd00128']"
pDPtMg79AGk, 110.000, 120.000,"['/m/0199g', '/m/07yv9']"
bP8jZed1FiM, 400.000, 410.000,"['/m/02fs_r', '/m/09x0r']"
Xtv3m6hmRjE, 460.000, 470.000,"['/m/09x0r', '/t/dd00129']"
tko795MH3rQ, 40.000, 50.000,"['/m/04rlf', '/m/0k4j', '/t/dd00128']"
5V0xKS-FGMk, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
0rY0yeLqlSY, 430.000, 440.000,"['/m/07yv9', '/m/0btp2', '/m/0k4j']"
1JAWJWRfr9U, 0.000, 10.000,['/m/0912c9']
_iic58Mv7v0, 30.000, 40.000,"['/m/01yg9g', '/m/025wky1', '/m/02mk9', '/m/07pb8fc', '/m/07yv9']"
VYWF-mFOnv4, 0.000, 10.000,"['/m/0912c9', '/m/09x0r', '/m/0k4j']"
4Gfp5R5fiOI, 30.000, 40.000,"['/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066']"
nMlRgPXVCyM, 170.000, 180.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00128']"
n3mQZWJwjqA, 15.000, 25.000,['/m/04gxbd']
I3etAR5FQjo, 60.000, 70.000,"['/m/01y3hg', '/m/07pp_mv', '/m/09x0r', '/m/0c3f7m']"
71nimOIhEFU, 470.000, 480.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr']"
VSgNCFIgr6A, 30.000, 40.000,"['/m/02fs_r', '/m/04rlf', '/m/09x0r']"
2RfhQHSzfNY, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/0k4j']"
NIolRmqKaGc, 30.000, 40.000,"['/m/01bjv', '/m/07yv9']"
nUbb5jDfCRA, 110.000, 120.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr']"
oHGNVbNyndk, 110.000, 120.000,"['/m/09x0r', '/m/0gy1t2s']"
1VGBp4FUNJY, 10.000, 20.000,"['/m/09x0r', '/t/dd00125']"
4W6tOlAzQkc, 20.000, 30.000,"['/m/01g50p', '/m/07jdr', '/m/07yv9']"
Cc9YRTvBTHM, 30.000, 40.000,"['/m/01bjv', '/m/04rlf', '/m/07yv9', '/m/09x0r']"
rHktma9upao, 140.000, 150.000,"['/m/015lz1', '/m/015vgc', '/m/01p970', '/m/04rlf', '/m/04szw', '/t/dd00004']"
_Ka2asVY470, 29.000, 39.000,"['/m/012f08', '/m/04rlf', '/m/07yv9', '/m/0k4j', '/t/dd00134']"
e7XiIKvE0IE, 30.000, 40.000,"['/m/09x0r', '/m/0h0rv', '/t/dd00129']"
kod0jQDpBZk, 300.000, 310.000,"['/m/04rlf', '/m/09x0r', '/t/dd00129']"
Iigmz597BJ8, 0.000, 5.000,['/m/030rvx']
KdjXjbfasi0, 340.000, 350.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
YrVIIk3LimQ, 450.000, 460.000,"['/m/01g50p', '/m/03m9d0z', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r']"
aEqunR7Xjf0, 10.000, 20.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
BRnPYH9WHSM, 30.000, 40.000,"['/m/01y3hg', '/m/02fs_r', '/m/030rvx', '/m/03kmc9', '/m/0c3f7m']"
vKV88dcScgs, 20.000, 30.000,"['/m/0199g', '/m/07yv9', '/m/09x0r']"
r2RQXZoAs_Q, 40.000, 50.000,"['/m/04gxbd', '/m/09x0r']"
osgitrowipI, 30.000, 40.000,"['/m/04rlf', '/m/06_fw']"
vpee2oFLwI8, 10.000, 20.000,"['/m/03kmc9', '/m/0dgbq']"
pkxg_bPcxdU, 50.000, 60.000,"['/m/04gxbd', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
7Zi9fIy0yUQ, 30.000, 40.000,['/m/09x0r']
w2TryP9wPXE, 0.000, 10.000,"['/m/07r04', '/m/07yv9', '/m/0h9mv']"
eUOJIkngZQk, 40.000, 50.000,"['/m/04rlf', '/m/06_fw']"
uWPRNLnpy7Y, 10.000, 20.000,"['/m/07q2z82', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']"
ymX71aS80FI, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']"
dw9tZLZ-QZ0, 0.000, 10.000,"['/m/07yv9', '/m/0h9mv', '/m/0ltv']"
NU3eNTsJzgw, 180.000, 190.000,"['/m/04rlf', '/m/06_fw', '/m/09x0r']"
2VOMCsSLaB8, 6.000, 16.000,"['/m/0912c9', '/m/09x0r']"
3C1mddL0qi8, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/09x0r', '/m/0gvgw0']"
davLHMXIHDM, 320.000, 330.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/t/dd00128']"
j8kEeeWWIoE, 360.000, 370.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
1nILoEkUPp4, 20.000, 30.000,"['/m/03cl9h', '/m/04rlf']"
XEfwX60JgE0, 10.000, 20.000,['/m/02mfyn']
mA2cVyO7Rao, 23.000, 33.000,"['/m/09x0r', '/m/0gvgw0']"
ACkUndUU3hQ, 30.000, 40.000,"['/m/04fq5q', '/m/0912c9', '/m/09x0r', '/t/dd00129']"
ssv_Itx6A1c, 570.000, 580.000,"['/m/012f08', '/m/01bjv', '/m/07qv_d5', '/m/07yv9', '/m/0912c9']"
haNJK8fNNzw, 430.000, 440.000,['/m/0c3f7m']
sS-ir32NCvQ, 340.000, 350.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
2u77mzFw-KA, 30.000, 40.000,"['/m/07yv9', '/m/09x0r', '/m/0gvgw0', '/m/0k4j']"
YIC-WYhBvAI, 30.000, 40.000,"['/m/04rlf', '/m/06_fw', '/m/09x0r']"
1deAcOaQ5xg, 10.000, 20.000,['/m/0gy1t2s']
NxL-jiM2Yok, 90.000, 100.000,"['/m/012f08', '/m/01bjv', '/m/07yv9', '/m/0gvgw0']"
D8R2379MAvE, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/m/0ltv', '/t/dd00134']"
HOyStZDqnHA, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
KawfCh0J29g, 20.000, 30.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
oxcUr-Nlldo, 20.000, 30.000,"['/m/04rlf', '/m/06_fw']"
YdprborD8Ng, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r', '/t/dd00005']"
MtDMKRBdYzQ, 200.000, 210.000,['/m/04rlf']
alKxFaRD7GU, 40.000, 50.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
cnaVMx6_IIs, 30.000, 40.000,['/m/04rlf']
WoXgPQQjcJU, 60.000, 70.000,"['/m/02bxd', '/m/04fq5q', '/m/04rlf', '/m/04szw']"
IHf52BfOqfE, 70.000, 80.000,['/m/01y3hg']
8h3tlcPyqwc, 40.000, 50.000,"['/m/018w8', '/m/030rvx', '/m/09x0r']"
0p8JpUtXpm8, 0.000, 10.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/0912c9']"
qnQkqHjQEdg, 30.000, 40.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']"
KmGhFa_YrB0, 540.000, 550.000,['/m/0284vy3']
PyzzUmvkG_s, 20.000, 30.000,['/m/02fs_r']
3DUus6e9v5U, 0.000, 9.000,"['/m/07yv9', '/m/0912c9', '/m/0k4j', '/t/dd00129']"
Z7OQPYgiI2M, 190.000, 200.000,"['/m/02fs_r', '/m/09x0r']"
CPRrSLD1ROc, 30.000, 40.000,"['/m/04rlf', '/m/06j64v']"
FRxNI559-Xs, 280.000, 290.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
rPcBRxCuCyc, 320.000, 330.000,['/m/02mfyn']
rOHAqMgtfhI, 9.000, 19.000,"['/m/07rknqz', '/m/07yv9', '/m/09x0r']"
Kz8UNlwvsPw, 23.000, 33.000,"['/m/03cl9h', '/m/04rlf', '/m/07yv9', '/m/0k4j']"
iYOBawkigb4, 350.000, 360.000,"['/m/015lz1', '/m/015vgc', '/m/04rlf', '/m/0ggq0m']"
Cat9ZZ_ehWI, 0.000, 10.000,"['/m/07rknqz', '/m/07yv9', '/m/0ltv']"
5ao9v630lF4, 30.000, 40.000,"['/m/07r04', '/m/07yv9']"
aX2FDCu8XWw, 10.000, 20.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
Byy7F7vM2eU, 10.000, 20.000,['/m/0c3f7m']
RmOulabOvXA, 150.000, 160.000,"['/m/04_sv', '/m/07yv9', '/m/0k4j']"
BebJHJghqiI, 30.000, 40.000,"['/m/02mk9', '/m/07q2z82', '/m/07yv9']"
75SyLP4Ng0w, 210.000, 220.000,"['/m/07yv9', '/t/dd00129']"
2gz-BhMcXZU, 30.000, 40.000,"['/m/02rhddq', '/m/04rlf', '/m/07r04', '/m/07yv9', '/m/09x0r']"
YxvDDpmv-s4, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
8A30tAwXdzM, 30.000, 40.000,['/m/0dgbq']
0jrhe6OFw-E, 20.000, 30.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00134']"
qvq9k6t4aUY, 20.000, 30.000,"['/m/06d_3', '/m/07jdr']"
q5e_Q3h8tDY, 10.000, 20.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
xdUbCcEbipM, 290.000, 300.000,"['/m/015lz1', '/m/03qtwd', '/m/04rlf', '/m/09x0r', '/t/dd00127']"
hpex9qelnBM, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/m/0gvgw0']"
9badbJVJ0RA, 0.000, 10.000,"['/m/03cl9h', '/m/07yv9', '/m/09x0r']"
yhPFubhO0qA, 30.000, 40.000,"['/m/0btp2', '/m/0k4j']"
JhjxP1Urdlk, 110.000, 120.000,"['/m/04_sv', '/m/07yv9', '/m/09x0r']"
tiq9RvCmnkQ, 80.000, 90.000,"['/m/02mk9', '/m/04_sv', '/m/07yv9', '/t/dd00128']"
bFvCRagDwag, 50.000, 60.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']"
ngp7xFkO6XY, 18.000, 28.000,"['/m/0199g', '/m/07yv9']"
5oeyfBkSos8, 0.000, 5.000,['/m/07qv_d5']
LoeKId4p9fI, 6.000, 16.000,"['/m/03cl9h', '/m/04rlf', '/m/09x0r']"
vNVnL96i9Xg, 310.000, 320.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9']"
-ymeirYuiok, 25.000, 35.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']"
NKTxMIOZ234, 11.000, 21.000,['/m/030rvx']
LqkmiYK1Zys, 40.000, 50.000,"['/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0ltv']"
YOQsB4GEoI8, 90.000, 100.000,"['/m/07yv9', '/m/09x0r', '/m/0k4j']"
baevAGuuf7o, 20.000, 30.000,"['/m/03kmc9', '/m/07pp_mv', '/m/07yv9', '/m/0k4j']"
Ajgn1O0YUQc, 30.000, 40.000,"['/m/07yv9', '/m/09x0r', '/m/0gvgw0']"
Cf4IYfdxf1w, 30.000, 40.000,"['/m/03cl9h', '/m/0dwtp']"
3q72NheiCXQ, 30.000, 40.000,"['/m/04rlf', '/m/05rwpb']"
qjl7-zxkTx8, 30.000, 40.000,['/m/02mfyn']
GPhN-Ccrd7g, 290.000, 300.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00128']"
qFw4LBSGAPA, 220.000, 230.000,"['/m/0c3f7m', '/t/dd00125']"
3MOdK7QISdY, 20.000, 30.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00134']"
oRIGc7yz2HI, 14.000, 24.000,"['/m/04fq5q', '/m/09x0r']"
scmwHY9Iv3o, 60.000, 70.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048']"
f47R512PE7U, 110.000, 120.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
Mi5kdnuENxU, 30.000, 40.000,"['/m/07qv_d5', '/m/07yv9', '/m/09x0r']"
14wPUIldY6M, 210.000, 220.000,"['/m/04_sv', '/m/07yv9', '/m/09x0r']"
Z_RF6ppPVKM, 20.000, 30.000,"['/m/09x0r', '/m/0c3f7m']"
TQCW1rhwI0U, 8.000, 18.000,"['/m/0199g', '/m/07yv9']"
73aRLBGifA0, 30.000, 40.000,['/m/04rlf']
j1z97AJlT08, 390.000, 400.000,"['/m/0199g', '/m/07yv9', '/t/dd00129']"
zQx464mvO9k, 0.000, 1.000,['/m/0199g']
vjGJrp5vFQI, 0.000, 6.000,['/m/0gy1t2s']
7AlhMJyJUF4, 30.000, 40.000,"['/m/07r04', '/m/07yv9']"
7HofPH6En6Q, 0.000, 10.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']"
VTvozFyB-qg, 26.000, 36.000,"['/m/09x0r', '/m/0c3f7m']"
5qDLQFxZpYs, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/0gvgw0']"
nbFyOL_XQIs, 5.000, 15.000,"['/m/07jdr', '/m/07yv9', '/m/0912c9', '/m/09x0r', '/t/dd00128']"
hBDLdiZ1gwA, 13.000, 23.000,"['/m/09x0r', '/m/0gy1t2s']"
y6R46dujSZ4, 200.000, 210.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
2z5KTJuU2-s, 10.000, 20.000,"['/m/04rlf', '/m/09x0r', '/t/dd00128']"
lyEsieuVF1M, 0.000, 10.000,"['/m/07yv9', '/m/0k4j', '/t/dd00129']"
trQJXBkgSY0, 30.000, 40.000,['/m/030rvx']
F2IFv5XhGWc, 10.000, 20.000,['/m/02fs_r']
SgChhnv0BWA, 5.000, 15.000,"['/m/01g50p', '/m/07jdr', '/m/07yv9', '/t/dd00129']"
9QwaP-cvdeU, 360.000, 370.000,"['/m/04rlf', '/m/06_fw']"
L8FpjMddzbI, 180.000, 190.000,"['/m/01g50p', '/m/0284vy3', '/m/04zmvq', '/m/07jdr', '/m/07yv9']"
Su99pnKMZqo, 0.000, 7.000,['/m/0912c9']
-r1obZHNt3c, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
Ns5RdGE2VtI, 210.000, 220.000,"['/m/03cl9h', '/m/04rlf', '/m/09x0r', '/m/0ytgt']"
JP1XrTVvZ84, 0.000, 10.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
_ns2Zm-zOdQ, 0.000, 4.000,['/m/0gy1t2s']
0iAV6QtgoaA, 110.000, 120.000,"['/m/07pp_mv', '/m/0c3f7m', '/t/dd00125']"
cmr1BocGsTk, 10.000, 20.000,"['/m/02fs_r', '/m/03kmc9', '/m/09x0r']"
nzSL892MGXQ, 330.000, 340.000,"['/m/0199g', '/m/09x0r', '/m/0ytgt']"
kKtD7G0llP4, 20.000, 30.000,"['/m/04_sv', '/m/07q2z82', '/m/07yv9']"
lCvUpQAXFE0, 10.000, 20.000,"['/m/04gxbd', '/m/07yv9']"
6n1L98ZuKyA, 30.000, 40.000,"['/m/02mk9', '/m/07pb8fc', '/m/07yv9', '/m/0k4j']"
7DnayFfLdok, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
aZRrbp8m5wQ, 23.000, 33.000,"['/m/030rvx', '/m/09x0r']"
OsK6qOTnJdA, 100.000, 110.000,"['/m/09x0r', '/m/0c3f7m']"
rPzuaaVePHQ, 13.000, 23.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
yA4H-dWG5jI, 20.000, 30.000,"['/m/04_sv', '/m/07yv9', '/t/dd00129']"
K6LApPHwe9Y, 40.000, 50.000,"['/m/07r04', '/m/07yv9', '/t/dd00129']"
LDquwvZt8zs, 10.000, 20.000,['/m/02mfyn']
QHPJK945JVg, 10.000, 20.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/t/dd00128']"
hp_HBjejHQ4, 80.000, 90.000,"['/m/06_fw', '/m/09x0r']"
A-lvHUqLh1A, 410.000, 420.000,"['/m/09x0r', '/m/0c3f7m']"
Fec1THPiERY, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
P7rl7vZq794, 570.000, 580.000,"['/m/07pp_mv', '/m/09x0r', '/m/0c3f7m']"
lwiDmY6Fw-g, 50.000, 60.000,['/m/0btp2']
Px3lVNnIYLY, 30.000, 40.000,"['/m/09x0r', '/t/dd00134']"
5Rpx4QhdgFc, 30.000, 40.000,['/m/030rvx']
aCpU85zzFaw, 0.000, 10.000,['/m/030rvx']
iae6Kz-VOWo, 160.000, 170.000,"['/m/07yv9', '/m/0h9mv']"
czt1gPi2qrE, 20.000, 30.000,"['/m/03kmc9', '/m/09x0r', '/m/0dgbq']"
QVJ0NATvxHI, 50.000, 60.000,"['/m/09x0r', '/m/0c3f7m']"
MvJgY2MlAjY, 160.000, 170.000,"['/m/04_sv', '/m/07yv9']"
-fM4rtIRCiA, 40.000, 50.000,['/t/dd00128']
n7nG_J_mx1o, 30.000, 40.000,"['/m/015lz1', '/m/02sgy', '/m/04rlf']"
lwIX611XFUM, 90.000, 100.000,"['/m/04rlf', '/m/06_fw']"
aEEmrYhglsA, 320.000, 330.000,"['/m/028v0c', '/m/02fs_r', '/m/07pp8cl', '/t/dd00125']"
GLlccr-1dus, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
-WsmwJzAgLo, 220.000, 230.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00129']"
dCbgKS6kcag, 0.000, 10.000,"['/m/012f08', '/m/07yv9', '/m/0btp2', '/m/0k4j']"
puJNtNeLsvA, 40.000, 50.000,"['/m/0199g', '/m/07yv9', '/m/09x0r']"
x26s6yRh-L8, 250.000, 260.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr']"
AiV8hsnubyA, 30.000, 40.000,"['/m/04rlf', '/m/07yv9', '/m/09x0r', '/m/0btp2']"
8QbD53Xthck, 22.000, 32.000,['/m/030rvx']
ihI-ElmZBkk, 30.000, 40.000,['/m/0912c9']
NPEz7k8c3Gc, 80.000, 90.000,"['/m/07qv_d5', '/m/07yv9', '/m/09x0r', '/t/dd00129']"
Xm0LegZNUOQ, 250.000, 260.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
PbxEzxNPg9M, 30.000, 40.000,['/m/04rlf']
LA5TekLaIPI, 10.000, 20.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
A2j2TmG5RmY, 80.000, 90.000,"['/m/02mk9', '/m/04_sv', '/m/07q2z82', '/m/07yv9']"
gX9OuOKLLTQ, 70.000, 80.000,"['/m/01kcd', '/m/04fq5q', '/m/04szw', '/m/09x0r']"
06ck5lEeW3E, 30.000, 40.000,['/m/04gxbd']
g_nGBFCQW1s, 160.000, 170.000,"['/m/07r04', '/m/07yv9', '/m/09x0r']"
VPF75hWXaZc, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']"
g9cHK5Kyzp4, 90.000, 100.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r']"
-A6kW0_ycWw, 10.000, 20.000,"['/m/07pb8fc', '/m/07r04', '/m/07yv9']"
vOT8-hwnWgQ, 410.000, 420.000,"['/m/07pp_mv', '/m/09x0r']"
yTIoFY1EwyY, 420.000, 430.000,"['/m/015lz1', '/m/015vgc', '/m/04rlf', '/m/04szw', '/m/0ggq0m', '/t/dd00004']"
lEFLj990Um0, 70.000, 80.000,"['/m/07yv9', '/m/0h9mv', '/m/0k4j']"
4E2Ng5iobu0, 530.000, 540.000,"['/m/015lz1', '/m/03qtwd', '/m/04rlf', '/m/064t9']"
Dw4L8iXhcxo, 400.000, 410.000,"['/m/07yv9', '/m/0h9mv']"
Lr1G-H1o0Rw, 0.000, 4.000,"['/m/07rknqz', '/m/09x0r']"
nD0bEGbA3LQ, 30.000, 40.000,"['/m/012f08', '/m/04_sv', '/m/07yv9', '/m/0k4j', '/t/dd00066', '/t/dd00134']"
eHcqH6qp9Tg, 30.000, 40.000,['/m/02mfyn']
LhWxzPKsMq0, 100.000, 110.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00129']"
nsXP-wWPrLo, 30.000, 40.000,"['/m/02mk9', '/m/07r04', '/m/07yv9', '/t/dd00067']"
cZpPdKfRH5Y, 200.000, 210.000,"['/m/0195fx', '/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
VimwpE9UeM0, 30.000, 40.000,"['/m/012f08', '/m/07yv9']"
aB3_CIlkwzQ, 40.000, 50.000,"['/m/03cl9h', '/m/04rlf', '/m/09x0r']"
Dgti6ympdTQ, 70.000, 80.000,"['/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']"
F6Lc_6f37uA, 450.000, 460.000,"['/m/07rknqz', '/m/0ltv']"
6tU7D5y4HzE, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/09x0r']"
v0qZpz5-dkc, 10.000, 20.000,"['/m/07r04', '/m/07yv9', '/m/0btp2', '/m/0k4j', '/t/dd00128']"
xUfM96xiPpE, 310.000, 320.000,"['/m/0199g', '/m/09x0r']"
4PfyxISJegI, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/0gvgw0']"
U0UFAbhrh8Y, 10.000, 20.000,"['/m/03kmc9', '/m/0dgbq']"
0EJTLwX0mXE, 30.000, 40.000,"['/m/02mk9', '/m/07q2z82', '/m/07yv9', '/m/0k4j']"
5XOinTMVDDY, 30.000, 40.000,"['/m/02mk9', '/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066']"
-BIZ7zQO3_o, 430.000, 440.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
