yt_id,start_seconds,end_seconds,positive_labels
GLaIH978OdI, 30.000, 40.000,"['/m/04qvtq', '/m/09x0r']"
GLibLTdFvdY, 80.000, 90.000,"['/m/03j1ly', '/m/04qvtq']"
GMRbRZIuxqM, 70.000, 80.000,['/m/04qvtq']
GNBCeZdOAjM, 16.000, 26.000,"['/m/012ndj', '/m/09x0r']"
GORjnSWhZeY, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GOlnYU148K4, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
GPBnoNdKvFc, 100.000, 110.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/07yv9']"
GPFcPblY2C4, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GPRfS66dF2A, 40.000, 50.000,"['/m/01g50p', '/m/0284vy3', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
GPh_DShjdaA, 320.000, 330.000,"['/m/012f08', '/m/04_sv', '/m/04qvtq', '/m/07yv9']"
GQ-c78uJEys, 4.000, 14.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
GQ2NK-R06qM, 20.000, 30.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GQ324rD-ee0, 30.000, 40.000,"['/m/04qvtq', '/m/04rlf', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
GQKAgVeLnG4, 20.000, 30.000,['/m/04qvtq']
GQUnifZLQyg, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GRGdTCa28Ec, 330.000, 340.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r']"
GTFBt59EvkA, 110.000, 120.000,['/m/04qvtq']
GT_4vyc3NdQ, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9', '/m/09x0r']"
GTpfSPTwYQc, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/09x0r']"
GU339RaWTmc, 3.000, 13.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
GU9ceeP4VNI, 180.000, 190.000,"['/m/04qvtq', '/m/09x0r']"
GUHfutKVf08, 1.000, 11.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']"
GUjzk8_XW6I, 0.000, 8.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j', '/t/dd00134']"
GVZwmzYJaoU, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']"
GVqToSE-ZiU, 80.000, 90.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
GVrspqytLM0, 100.000, 110.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
GWIoKdJwqDU, 9.000, 19.000,"['/m/03kmc9', '/m/04qvtq', '/m/0c1dj']"
GXEu5K_eEaQ, 23.000, 33.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']"
GXTNEUhTkoM, 590.000, 600.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GXf-4rmuphU, 0.000, 8.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
GXwDxbVPhpQ, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
GYQY2vwdVho, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GYrhVVZgke0, 30.000, 40.000,"['/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GYvbRrQa1cg, 90.000, 100.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GYx9Kkmj1Ks, 27.000, 37.000,"['/m/03kmc9', '/m/04qvtq', '/m/07yv9']"
GZftuGi6BwU, 10.000, 20.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
G_7-IR3pl8E, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
Gbb-4Nb4bqM, 10.000, 20.000,"['/m/012f08', '/m/012ndj', '/m/02_41', '/m/03j1ly', '/m/07qv_d5', '/m/07r04', '/m/07yv9', '/m/09x0r']"
GbrJTp_YjEM, 23.000, 33.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']"
GbyK-4HCwUE, 240.000, 250.000,"['/m/03kmc9', '/m/04qvtq', '/m/09x0r', '/t/dd00125', '/t/dd00129']"
GcOAQUWJOOQ, 0.000, 9.000,"['/m/012f08', '/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0btp2', '/m/0k4j']"
GcTomzioGUA, 160.000, 170.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
GdOCO0vr9Tk, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GfI9nlrklwY, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
GfLOs-YSL6o, 3.000, 13.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9', '/t/dd00067']"
GgV0yYogTPI, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GgjpbZbacIs, 30.000, 40.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j']"
Ghd9dDJLNJk, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9']"
Ghp1zJ3bZlY, 0.000, 6.000,"['/m/03j1ly', '/m/03kmc9', '/m/07yv9']"
GiuXhEKPBog, 100.000, 110.000,"['/m/03j1ly', '/m/07yv9']"
GizX7pGc3Ec, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
GjKctchIsAg, 10.000, 20.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07yv9']"
Gjw0SWQk8V0, 100.000, 110.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
Gkwg_8xPWVA, 30.000, 40.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']"
GltuUT-8Hmc, 30.000, 40.000,"['/m/012ndj', '/m/07yv9']"
Gm39d1zGMGM, 30.000, 40.000,"['/m/012f08', '/m/012ndj', '/m/07yv9', '/m/09x0r']"
GmqM1bg3cEY, 8.000, 18.000,['/m/03j1ly']
GnG0is6aoqE, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
Go4TOy0z6tg, 40.000, 50.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
GoJN-lNjk1s, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/t/dd00067']"
GoMH9AL7YRA, 50.000, 60.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
GokYP8thm08, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GpGguTkLQdM, 560.000, 570.000,['/m/04qvtq']
Gq6r9q0i8Js, 50.000, 60.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
Gq766XKY3mk, 30.000, 40.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r']"
Gqq9fJ6O0fs, 90.000, 100.000,"['/m/03j1ly', '/m/03kmc9']"
GrqTwr1CFzs, 12.000, 22.000,"['/m/012n7d', '/m/01bjv', '/m/03j1ly', '/m/07yv9', '/m/0k4j']"
Gs5B-PtJl6Q, 9.000, 19.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GsH1qXFb4lU, 30.000, 40.000,"['/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']"
GsiRs9id6wc, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
Gu6YAcG9s4c, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
GuYkCDjaPHI, 330.000, 340.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
Gv9eK7nV0Zg, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GvtJ_5Ab5eA, 0.000, 8.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
Gw7jGtQ9QW8, 20.000, 30.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
GwCo3-WX3sw, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
Gxk7UK4BhhQ, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']"
GxlKkHBIr9I, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
GysuTL3a8nU, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']"
Gz-xGhSybSc, 110.000, 120.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
GzZrQR5VMwA, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq', '/m/04rlf', '/m/09x0r']"
Gzd8HlNkQoI, 14.000, 24.000,"['/m/03j1ly', '/m/07r04', '/m/07yv9']"
H-DYrv68TOg, 30.000, 40.000,"['/m/03j1ly', '/m/07r04', '/m/07yv9']"
H-Ty36rLWGs, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/t/dd00066']"
H-WqTk6rgKU, 190.000, 200.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
H0NKU8-RsjA, 420.000, 430.000,"['/m/012ndj', '/m/02_41', '/m/03j1ly', '/m/07yv9', '/m/09x0r']"
H1EG4tQ1jzw, 70.000, 80.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
H1IKTazezrk, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']"
H37iKiTdOpY, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
H3LNRMSZX4s, 30.000, 40.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']"
H3ZzAOkMqHM, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/t/dd00134']"
H3cmljPJbes, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9']"
H5MRGb0ndog, 30.000, 40.000,"['/m/012ndj', '/m/04qvtq', '/m/04rlf', '/m/09x0r', '/m/0c3f7m']"
H5WUD44jMJE, 15.000, 25.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']"
H6GMg3Qn5ZM, 8.000, 18.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
H6fKHDon36s, 30.000, 40.000,"['/m/012ndj', '/m/07yv9']"
H7ZugYM2-gM, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']"
H7lOMlND9dc, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
H8E8ojQ-eNo, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
H9xQQVv3ElI, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HA3bPznLTHA, 330.000, 340.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HAC6rYls93Q, 5.000, 15.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HApdAxIsoiI, 120.000, 130.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HAvA-8WhAdo, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HBGIZG3hepI, 0.000, 5.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
HBL9xbmC4Po, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HBRkwEQiWig, 30.000, 40.000,['/m/012ndj']
HBW2mqqOhT0, 10.000, 20.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
HBg5KiuS5zc, 30.000, 40.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r']"
HBzG5X12vNU, 20.000, 30.000,"['/m/012n7d', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
HCDN5S9NLdE, 40.000, 50.000,"['/m/012ndj', '/m/07yv9']"
HCzPzG4RVyY, 180.000, 190.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HDsgtH73Zmk, 27.000, 37.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HEg1bmaRqlA, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/0k4j']"
HEz2dGGxIjo, 30.000, 40.000,"['/m/012ndj', '/m/03kmc9', '/m/07yv9', '/m/09x0r']"
HF1R3lZvFP4, 240.000, 250.000,"['/m/03j1ly', '/m/07yv9', '/m/0k4j']"
HFIpC36Mfzc, 10.000, 20.000,"['/m/012ndj', '/m/09x0r']"
HFTfES3CBI0, 7.000, 17.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j']"
HFZHOOhhtTM, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HGohY17_GEU, 15.000, 25.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
HHI2bGHyM0o, 30.000, 40.000,"['/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/0k4j']"
HHqbvFItQAs, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HHyhq6pViU8, 60.000, 70.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/t/dd00128']"
HIQOGzgIKd4, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
HIbJmBqr7p4, 0.000, 10.000,"['/m/03j1ly', '/m/05x_td', '/m/07yv9', '/m/0k4j', '/t/dd00128']"
HJ0F2HkdGUk, 10.000, 20.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
HJ2nHg7_N00, 90.000, 100.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
HJmHXIpcSkg, 30.000, 40.000,"['/m/012ndj', '/m/07yv9']"
HJn3DWoMfaU, 30.000, 40.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
HKAbjsiKIyM, 0.000, 6.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HKNmrYc9Rao, 500.000, 510.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/07r04', '/m/07yv9']"
HL16LUCUXQQ, 30.000, 40.000,['/m/04qvtq']
HLbz-0aG1vk, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HLefqR-vPdU, 30.000, 40.000,"['/m/04qvtq', '/m/04rlf', '/m/09x0r']"
HLxKLhB0zHI, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
HN44iil7vig, 4.000, 14.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HNLuV_SiyCA, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HNZ7jRMeGZU, 0.000, 10.000,"['/m/012f08', '/m/012ndj', '/m/07yv9']"
HNybhZR6erE, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HO2aRHmPFNs, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HO_p0kViKG8, 8.000, 18.000,['/m/012ndj']
HOacgi29_nE, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/07yv9', '/m/09x0r']"
HQ37UWiALi8, 150.000, 160.000,"['/m/04qvtq', '/m/09x0r']"
HQQxGJKg1iM, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/t/dd00134']"
HQjeyfs0C9w, 50.000, 60.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']"
HRIUhSHDIJA, 430.000, 440.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HROgX8ab-_w, 30.000, 40.000,"['/m/012ndj', '/m/03kmc9', '/m/07yv9']"
HRbY9RGGAG8, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HRfiTwvYsWE, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HTMucjCV7KM, 28.000, 38.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HT_fg1t5-qo, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HU0Fcrt2BQU, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/m/09x0r']"
HUdneXvZWGA, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HV7kNkjlks0, 180.000, 190.000,"['/m/03j1ly', '/m/09x0r']"
HVPtYEvCQG4, 16.000, 26.000,"['/m/03j1ly', '/m/03kmc9', '/m/04rlf']"
HW91A-W6fdU, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HWGUCxhSFV0, 50.000, 60.000,"['/m/03j1ly', '/m/07yv9']"
HWJDsydgYF4, 25.000, 35.000,"['/m/012ndj', '/m/07yv9']"
HY6S0_xODLw, 50.000, 60.000,"['/m/03j1ly', '/m/07yv9']"
HYO4XU70NA8, 6.000, 16.000,['/m/04qvtq']
HZPkSG10jtg, 30.000, 40.000,"['/m/04qvtq', '/m/04rlf']"
HZpVZyaM3Pk, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
H_VpJUoVtI4, 5.000, 15.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
H_Wgu5Drv_A, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
Ha0LiiMLJz0, 10.000, 20.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HaKaWdQA2lE, 1.000, 11.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HbILkV4yZpY, 140.000, 150.000,"['/m/03j1ly', '/m/07yv9', '/m/0k4j']"
Hc245z44CTc, 26.000, 36.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HcLqWMIWizQ, 110.000, 120.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
Hc_T-fFFa0I, 30.000, 40.000,"['/m/012ndj', '/m/04qvtq']"
Hc_ZfDQd4oY, 19.000, 29.000,"['/m/012f08', '/m/03j1ly', '/m/03kmc9', '/m/07yv9']"
HdJyyHDAzbI, 30.000, 40.000,"['/m/012ndj', '/m/07yv9']"
HdejPsuK_Ck, 7.000, 17.000,"['/m/03j1ly', '/m/03kmc9']"
Hg6HxylRGDo, 29.000, 39.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HgGvWnaMJYE, 30.000, 40.000,['/m/04qvtq']
HgcTrJd9B_Q, 80.000, 90.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HhVA6DS2tfE, 460.000, 470.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
Hi08OmbZWPk, 13.000, 23.000,"['/m/012ndj', '/m/07q2z82', '/m/07r04', '/m/07yv9', '/t/dd00067']"
HibTqBbYop8, 300.000, 310.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r']"
HijqmI1R0PM, 25.000, 35.000,"['/m/04qvtq', '/m/04rlf']"
HlbmecOoL1E, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HlwOv5E5sFs, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HmIvY1aOX0w, 0.000, 9.000,"['/m/012ndj', '/m/07yv9']"
HmVzX2pSsk8, 0.000, 8.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
HmkBwtyloy4, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HnwbgnyMSmo, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/04rlf', '/m/07yv9', '/m/09x0r']"
Hp-Upm5khx8, 180.000, 190.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HpCDvB7FgTU, 20.000, 30.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
HpRZXnx-ckk, 30.000, 40.000,"['/m/012n7d', '/m/02l6bg', '/m/07yv9', '/m/09x0r']"
Hpm0MqGUCGs, 60.000, 70.000,['/m/012ndj']
Hpn0oLqNRiE, 30.000, 40.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9']"
Hpnja1gcKN0, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/07yv9']"
HpsJycI17mk, 30.000, 40.000,"['/m/012f08', '/m/03j1ly', '/m/03kmc9', '/m/07yv9']"
Hr3uFx5tZQw, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
Hr9X6IfL69k, 360.000, 370.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HrIJyC1wAUU, 230.000, 240.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HsQ_JVZNps0, 14.000, 24.000,"['/m/03j1ly', '/m/03kmc9']"
Ht-dAdE1HPU, 50.000, 60.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HtFELKc0TA0, 60.000, 70.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HuB1GCb-DNA, 260.000, 270.000,"['/m/012n7d', '/m/04rlf', '/m/09x0r']"
HvJV8X975qM, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HwTOiVD7mgw, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HwkumGeO4q4, 130.000, 140.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HwpJ50YhJUI, 10.000, 20.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
Hwz-o50e6pM, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']"
Hx2YSuB9__g, 30.000, 40.000,['/m/04qvtq']
HxNRfzIacPg, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
Hx_PxvAjCvA, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
HxaO4cRN-wM, 25.000, 35.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']"
Hy0xX59nP7c, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
Hy2lIAoDNc4, 30.000, 40.000,"['/m/012ndj', '/m/07yv9']"
Hy6ACbSCZW4, 30.000, 40.000,"['/m/012ndj', '/m/04rlf', '/m/07r04', '/m/07yv9', '/m/09x0r']"
HyT3-qeMbkg, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HzLVwdgarxw, 50.000, 60.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
Hz_MKXPAzfo, 60.000, 70.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
HzuAI4NpLRs, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
I-TmrVPReVc, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
I-rxfgLegBU, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq', '/m/04rlf']"
I-zLi9dl-tg, 11.000, 21.000,"['/m/03kmc9', '/m/04qvtq']"
I0cp1SlHt3c, 60.000, 70.000,"['/m/012f08', '/m/012ndj', '/m/03kmc9', '/m/07r04', '/m/07yv9']"
I0eBthD919Q, 0.000, 10.000,"['/m/04qvtq', '/m/07yv9']"
I1X6eW5YZCI, 30.000, 40.000,['/m/04qvtq']
I1X_Nmn83L8, 90.000, 100.000,"['/m/012n7d', '/m/03kmc9', '/m/07r04', '/m/07yv9', '/m/09x0r', '/t/dd00128']"
I1kZlROtcyM, 0.000, 7.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']"
I1yUoWx4aRE, 1.000, 11.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
I23UjFUiqlw, 0.000, 9.000,"['/m/012n7d', '/m/03j1ly', '/m/07r04', '/m/07yv9']"
I2ZE1tBN2-0, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
I3B8hD2M33s, 30.000, 40.000,"['/m/012n7d', '/m/04rlf', '/m/07yv9']"
I3DRb27TX_M, 20.000, 30.000,"['/m/012n7d', '/m/03j1ly', '/m/07yv9', '/m/0k4j']"
I3oeJ3tAnxE, 30.000, 40.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j', '/t/dd00134']"
I52pXiuJBug, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
I5fDUdH6DEY, 14.000, 24.000,"['/m/03kmc9', '/m/04qvtq']"
I5kCkz6X_dI, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/07pb8fc', '/m/07r04', '/m/07yv9', '/m/09x0r']"
I69eAG7F5Ck, 0.000, 10.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r']"
I6gIW8VUXp0, 30.000, 40.000,"['/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
I74QGuP_QD8, 40.000, 50.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
I7fdphE2vRM, 200.000, 210.000,"['/m/04_sv', '/m/04qvtq', '/m/04rlf', '/m/07yv9', '/m/09x0r']"
I7rXtXjQ50k, 160.000, 170.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']"
I8A6aOgL3t4, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
I8RA1krDJZc, 90.000, 100.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/09x0r']"
I8pHJDGafWQ, 70.000, 80.000,"['/m/04qvtq', '/m/09x0r']"
I9DZ5KwHdbU, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']"
I9csep0GAZ4, 0.000, 6.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/t/dd00066']"
I9yRqFLqq3U, 30.000, 40.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']"
IA0FrVZCRaM, 20.000, 30.000,"['/g/122z_qxw', '/m/012n7d', '/m/09x0r']"
IA7HA1NMPGg, 40.000, 50.000,"['/m/012ndj', '/m/03j1ly', '/m/04qvtq', '/m/07yv9']"
IAj-meCa5N4, 30.000, 40.000,"['/m/04qvtq', '/m/09x0r', '/m/0k4j']"
