segment_id	start_time_seconds	end_time_seconds	label
GUjzk8_XW6I_0	0.082	7.270	/m/04qvtq
O1emL70eTwI_290000	6.954	10.000	/m/04qvtq
F6ZQToJR2qQ_0	1.793	10.000	/m/012ndj
9xD4uYUSaKI_180000	0.000	10.000	/m/012ndj
DUskyetTMZE_30000	0.000	2.705	/m/04qvtq
TipoeFCyJ2k_30000	0.000	10.000	/m/012ndj
iJ-Md22K2YQ_10000	0.000	10.000	/m/03j1ly
DJFfwgyN6hY_30000	0.000	5.723	/m/012n7d
8bzIPte1Ze0_330000	0.000	10.000	/m/012ndj
pTZ8JBVBBBk_0	8.512	10.000	/m/04qvtq
PffCd1vCPzg_30000	0.000	3.060	/m/012ndj
PffCd1vCPzg_30000	3.149	10.000	/m/012ndj
YNIr0HEI718_160000	3.444	6.145	/m/012n7d
57gQncjfCAE_0	0.107	10.000	/m/03j1ly
R5m2gagMn1Y_150000	0.000	4.584	/m/012n7d
ysNK5RVF3Zw_0	0.268	10.000	/m/03j1ly
txoAD-FtErg_40000	7.147	9.591	/m/04qvtq
tigofrSp_5s_30000	3.953	5.520	/m/012ndj
cl5VPnikbx4_70000	0.000	10.000	/m/012ndj
FXS2oZG9szE_30000	0.000	9.590	/m/012ndj
6R-UTccZwf8_2000	0.000	9.181	/m/012ndj
IC_mi_DoSKU_0	0.000	10.000	/m/012ndj
jvRhGrWnQLA_440000	5.282	10.000	/m/03j1ly
BF2caFanSts_300000	0.000	10.000	/m/03j1ly
ldPcujHM1RQ_30000	0.095	1.297	/m/012n7d
ldPcujHM1RQ_30000	2.889	3.539	/m/012n7d
ldPcujHM1RQ_30000	3.758	4.961	/m/012n7d
ldPcujHM1RQ_30000	5.594	6.236	/m/012n7d
ldPcujHM1RQ_30000	6.455	7.641	/m/012n7d
ldPcujHM1RQ_30000	8.405	10.000	/m/012n7d
Vh87eXUhJ8I_9000	0.000	9.228	/m/012ndj
j1Zez4y_xdk_30000	0.000	10.000	/m/03j1ly
BjZFCJUc8FE_11000	2.052	7.986	/m/012ndj
dzxGJQ9Ujq8_10000	0.973	10.000	/m/04qvtq
O0L15OssAiI_320000	0.000	10.000	/m/04qvtq
514xBuCisHg_10000	0.000	9.749	/m/012ndj
yqVb2fK60Yw_30000	0.000	10.000	/m/012n7d
pNgcy-PQGl4_10000	0.000	10.000	/m/03j1ly
Ng2uyB2Dr1w_30000	0.000	10.000	/m/012ndj
r5Ia3ZHBZ0w_90000	0.000	10.000	/m/012ndj
Nh4mZmFLLto_20000	0.000	10.000	/m/012ndj
12aXUfObwlY_0	0.047	10.000	/m/012ndj
fm5ZCTqkDJs_90000	4.838	10.000	/m/04qvtq
0qTClRxN6mY_240000	0.000	10.000	/m/012ndj
K39t7Rejk3I_30000	0.000	10.000	/m/012ndj
zWD8zHSlXvI_30000	0.000	0.626	/m/012ndj
zWD8zHSlXvI_30000	1.269	2.618	/m/012ndj
C5AyQAxboFg_30000	0.000	10.000	/m/03j1ly
IRwYtMQAMJ4_0	0.038	10.000	/m/012ndj
V1-V5jATr5w_0	0.000	10.000	/m/012ndj
wN9xLo2keiE_120000	0.557	6.464	/m/012ndj
GcOAQUWJOOQ_0	0.000	8.094	/m/04qvtq
tHIbyB2nXpI_60000	0.000	8.616	/m/012ndj
Nv74BP4VCGA_10000	3.733	10.000	/m/012ndj
CECOdA4UVmI_0	0.068	10.000	/m/012ndj
qmESqQW545I_170000	0.000	1.885	/m/012n7d
rMAl4tPQtdg_130000	0.000	10.000	/m/012ndj
gd6E9ObWJAQ_20000	1.039	6.213	/m/012ndj
oQvwY6Mf0iI_40000	0.000	10.000	/m/012ndj
2CftbNXCF4A_12000	6.966	9.432	/m/012n7d
2CftbNXCF4A_12000	2.399	6.944	/m/04qvtq
E8R5NUS56hM_19000	0.000	9.721	/m/012ndj
NUJuiMKbyhc_250000	0.301	10.000	/m/04qvtq
Ls4G-LtTDUY_20000	0.000	10.000	/m/04qvtq
1_3HW1jnI6w_30000	0.000	2.064	/m/03j1ly
eqwWD5hK8So_60000	2.712	10.000	/m/012ndj
_K527DTN324_30000	6.913	10.000	/m/012ndj
xmzoydqcZRw_30000	5.079	10.000	/m/03j1ly
vZ0-e493IYw_110000	0.000	10.000	/m/012ndj
Jc7T3JCmvQ8_50000	0.000	10.000	/m/012ndj
nQVXTHrARRA_40000	7.767	10.000	/m/04qvtq
hMSsrjgNiJU_60000	0.000	10.000	/m/012n7d
Xkb_v_hVhh0_26000	0.000	4.384	/m/04qvtq
Bx7QtucVmx8_25000	0.000	9.621	/m/03j1ly
NaOrIP2VXj8_20000	0.000	10.000	/m/012ndj
sTMNZdEh7ys_30000	0.000	10.000	/m/012ndj
YsJbLdCRN_E_5000	0.000	9.890	/m/012ndj
nars25uVpKU_1000	0.000	8.995	/m/012ndj
sjzNMuMtcZY_320000	3.675	6.889	/m/03j1ly
sjzNMuMtcZY_320000	7.068	10.000	/m/03j1ly
KSikyKc_YSI_0	1.135	10.000	/m/012ndj
HcLqWMIWizQ_110000	7.058	10.000	/m/012ndj
g3VLAyHEGJU_30000	0.000	10.000	/m/03j1ly
YhGMKTEg6c4_7000	0.000	9.681	/m/04qvtq
GQ-c78uJEys_4000	0.000	9.282	/m/012ndj
FLOh_s6PM_M_30000	0.000	5.677	/m/012ndj
ehZG41kFrdQ_10000	0.000	10.000	/m/012ndj
YRmvd2WoKNM_30000	0.000	10.000	/m/04qvtq
6hTCWgO8FQ8_160000	0.000	1.695	/m/04qvtq
6hTCWgO8FQ8_160000	2.020	6.309	/m/04qvtq
6hTCWgO8FQ8_160000	6.472	7.731	/m/04qvtq
MWn0gYXEquQ_430000	0.000	10.000	/m/012ndj
zf-EM00QYkI_360000	1.945	8.423	/m/012n7d
nYrS-DeZk3o_40000	0.000	10.000	/m/012ndj
qITnYSOz-TY_410000	0.000	10.000	/m/012ndj
_ySqEhyZ-ZE_50000	4.213	7.341	/m/04qvtq
hRdqy0okc6I_6000	0.000	9.186	/m/04qvtq
qso_q5QMUp8_0	0.000	4.152	/m/04qvtq
qM4htNJL-iw_140000	0.000	10.000	/m/012ndj
z6yJVF0iKLk_30000	0.000	10.000	/m/012ndj
M6pNhJoaPqY_10000	6.268	10.000	/m/012n7d
MLFfE90Av2Q_30000	0.000	10.000	/m/04qvtq
yAXvUPPYnpk_30000	0.000	10.000	/m/012ndj
DvPrd5WqgAw_30000	0.000	10.000	/m/012ndj
JFhh9kbPYWg_20000	6.811	9.457	/m/04qvtq
JFhh9kbPYWg_20000	9.449	10.000	/m/03j1ly
13ApmSOcZpU_30000	1.249	6.275	/m/04qvtq
13ApmSOcZpU_30000	8.315	10.000	/m/04qvtq
5uLIPWySWXw_30000	8.766	10.000	/m/04qvtq
HpRZXnx-ckk_30000	0.000	10.000	/m/012ndj
iT9dFpbqj-s_26000	4.670	7.746	/m/03j1ly
iT9dFpbqj-s_26000	8.515	9.155	/m/03j1ly
yAOcuPlIBwI_15000	0.000	7.113	/m/04qvtq
yAOcuPlIBwI_15000	0.000	7.125	/m/012ndj
jO-PZRnY04A_22000	0.000	9.393	/m/04qvtq
HEz2dGGxIjo_30000	0.000	10.000	/m/012ndj
BJHrEjlb5S8_30000	0.000	6.921	/m/012n7d
TOOb8eBP_uI_40000	0.000	4.863	/m/012n7d
TOOb8eBP_uI_40000	3.531	10.000	/m/012ndj
TKwdUSD8Mdo_10000	0.000	10.000	/m/03j1ly
CM5M4o3prqg_0	0.034	10.000	/m/012ndj
XAA2Mjl0LF8_100000	0.000	10.000	/m/012ndj
uiE2EnEZKQE_10000	3.945	6.157	/m/04qvtq
DkTL9fT7k-A_30000	2.443	5.392	/m/012ndj
DkTL9fT7k-A_30000	6.402	10.000	/m/012ndj
_O-IJMaaUzk_170000	0.008	10.000	/m/012ndj
lLR5A0A3730_30000	0.000	10.000	/m/03j1ly
LYUsROGVU2Y_10000	0.000	10.000	/m/03j1ly
DSOadme3cM8_40000	0.000	3.961	/m/03j1ly
04xrg4ZEU-A_10000	0.135	0.753	/m/012n7d
0nGslh_qDVs_28000	0.000	8.933	/m/012ndj
WfdTgIkhrMQ_50000	0.000	10.000	/m/012ndj
08bVSqAKJiM_60000	0.000	10.000	/m/012ndj
Hpnja1gcKN0_30000	0.000	10.000	/m/012ndj
EV2gbcbIb4k_28000	0.014	9.477	/m/012ndj
AfeKfXgRpm4_21000	3.040	8.127	/m/04qvtq
rJIP-7lpiro_6000	0.000	9.365	/m/04qvtq
RQHO4oyUfvU_0	0.055	10.000	/m/012n7d
EWATNmW_Wqg_0	0.975	4.856	/m/04qvtq
4Zp2YHhr_jg_30000	0.004	4.210	/m/012n7d
9a9gaKsysWo_30000	0.000	10.000	/m/012ndj
82WY3z3vTTM_30000	0.000	10.000	/m/012n7d
rhUfN81puDI_0	0.276	10.000	/m/03j1ly
0DixzJEVelg_340000	0.000	2.022	/m/012ndj
0DixzJEVelg_340000	2.188	5.632	/m/012ndj
0DixzJEVelg_340000	7.001	10.000	/m/012ndj
-Y1qiiugnk8_30000	0.000	10.000	/m/012n7d
2Vjn-3LY-2o_250000	9.228	10.000	/m/04qvtq
VRLupXn0wZY_0	0.070	10.000	/m/03j1ly
4yub23Xuzos_150000	0.243	5.058	/m/012ndj
4yub23Xuzos_150000	5.659	10.000	/m/012ndj
2A0s2knQdqw_30000	5.907	8.430	/m/012n7d
UHt-oSVZehs_90000	0.008	10.000	/m/04qvtq
N4EPr8gDIIQ_30000	0.000	10.000	/m/04qvtq
sxfzPN8UFMg_10000	6.504	8.315	/m/03j1ly
-6WqJCSmkCw_70000	6.819	10.000	/m/04qvtq
lAC8te4sjHM_10000	0.000	5.423	/m/012n7d
5XkYYom37u0_7000	0.000	9.128	/m/04qvtq
f172okjpnsI_30000	0.000	10.000	/m/012n7d
XTM9lxgiliA_40000	0.000	10.000	/m/03j1ly
fQ8qxxDnwTc_30000	0.000	10.000	/m/012ndj
De4XiKi35xg_90000	7.858	10.000	/m/012n7d
wZTAfhXcgTM_30000	0.000	4.974	/m/012ndj
sNhegjXNT5w_30000	0.000	10.000	/m/012ndj
E7gVzOKqBM4_26000	0.000	9.596	/m/012ndj
_GQ2aiDkTuQ_180000	0.000	2.532	/m/012ndj
_GQ2aiDkTuQ_180000	5.221	8.056	/m/012ndj
9weq6Y1T6Ks_30000	0.819	10.000	/m/012n7d
y5gSFdSHXfo_320000	3.499	9.549	/m/04qvtq
7bm9ax5BOUs_0	0.000	10.000	/m/012ndj
ZwfFTYNrrlg_190000	0.000	10.000	/m/03j1ly
18CkY6gw8Vk_30000	0.000	5.928	/m/012ndj
32PSKhxglmk_10000	0.000	10.000	/m/012n7d
NGIwHTuX9HA_30000	0.000	10.000	/m/04qvtq
YzPibgWZM1o_16000	0.000	9.797	/m/04qvtq
YTIsfJGTfc0_30000	0.000	10.000	/m/012ndj
YmLfWgAYTpw_30000	0.000	10.000	/m/04qvtq
M2xzDkoqyYs_30000	4.580	8.874	/m/012n7d
5CbrN_n-YFI_50000	0.000	10.000	/m/012n7d
N8D7g-u1YQ4_30000	0.000	10.000	/m/03j1ly
fKnhL9H-jFA_80000	2.873	10.000	/m/012n7d
Mq5E-QFE2Sg_200000	0.340	1.041	/m/012n7d
Mq5E-QFE2Sg_200000	3.488	10.000	/m/012n7d
HNLuV_SiyCA_30000	0.000	10.000	/m/012ndj
YHzyj3erbQs_100000	0.000	10.000	/m/04qvtq
nmxf3LrNqNk_100000	0.000	10.000	/m/012ndj
OQg2pSx_e5M_30000	5.533	10.000	/m/012n7d
OQg2pSx_e5M_30000	0.000	5.533	/m/04qvtq
Tyc1AOIw-DY_80000	0.000	3.529	/m/03j1ly
m4FXx4DA6CM_30000	1.433	5.488	/m/04qvtq
3ISCUTeusjE_70000	0.000	4.091	/m/012ndj
3ISCUTeusjE_70000	5.280	9.326	/m/012ndj
h1rVVtKEzZc_30000	0.000	10.000	/m/012ndj
moUteo4bK1U_200000	2.676	10.000	/m/03j1ly
dN_dKaheFdk_70000	0.000	10.000	/m/012ndj
VxzXykLTIZQ_150000	0.000	10.000	/m/012ndj
xIbjuYxXiAU_60000	1.094	10.000	/m/012ndj
ZZR4WZbwxMg_30000	0.000	10.000	/m/012ndj
KrbShwiIUso_100000	0.000	9.299	/m/012n7d
KrbShwiIUso_100000	2.079	10.000	/m/03j1ly
BDTlaUbJcrI_30000	0.000	10.000	/m/012n7d
XspazHCZqIk_30000	0.000	10.000	/m/012n7d
bpE5TnlOK7o_20000	0.000	10.000	/m/04qvtq
EFuP4SQEiW4_150000	1.971	10.000	/m/04qvtq
iEY2uNZDF5s_21000	2.571	8.023	/m/04qvtq
BOyyLzPvdCE_0	0.090	10.000	/m/012n7d
CFgPkyfs77g_270000	0.195	1.414	/m/04qvtq
CFgPkyfs77g_270000	2.348	8.327	/m/04qvtq
tbx4oeeqcTQ_10000	0.000	10.000	/m/012ndj
cOhH369x8mA_100000	0.000	10.000	/m/012ndj
Pazw2EUFar0_30000	2.142	2.824	/m/03j1ly
pzaLqsvD5oQ_4000	0.000	8.833	/m/012ndj
dgMTijqN77o_30000	0.000	10.000	/m/04qvtq
SllQ8m6NjBs_120000	0.000	10.000	/m/012ndj
DRAE6T2bL5g_30000	0.000	10.000	/m/012n7d
DRAE6T2bL5g_30000	0.000	10.000	/m/04qvtq
No_r6evoZ9w_260000	0.000	10.000	/m/012ndj
Vg8p4AvhtOk_0	7.496	8.034	/m/04qvtq
yRerbUJtA6U_30000	0.000	8.844	/m/012ndj
yRerbUJtA6U_30000	9.560	9.864	/m/012ndj
rhvKWITLHis_0	0.000	10.000	/m/012ndj
-pVEgzu95Nc_30000	0.000	10.000	/m/03j1ly
FAl7hlrQZj4_14000	0.000	9.917	/m/012ndj
FM-9uXZjsZU_40000	0.000	10.000	/m/04qvtq
VwfEocRpHaI_30000	0.000	10.000	/m/012ndj
VwfEocRpHaI_30000	1.216	6.239	/m/04qvtq
HRbY9RGGAG8_30000	0.000	10.000	/m/03j1ly
FBUX4UcgZEM_30000	0.000	10.000	/m/012ndj
6ToMJ5a7qyY_14000	0.000	9.800	/m/03j1ly
R3uRcG9ErWU_5000	0.000	9.931	/m/04qvtq
U9zpDqBcwzo_19000	0.007	9.315	/m/012n7d
8kpmtHAhY1o_19000	0.000	9.793	/m/012ndj
xPkDUb275wE_420000	0.000	1.795	/m/03j1ly
2ydyFLjN77s_220000	0.000	4.278	/m/04qvtq
2ydyFLjN77s_220000	8.413	10.000	/m/04qvtq
Zx2QOp0urTE_8000	0.000	9.636	/m/012ndj
Nd8DpA1GDLw_10000	1.640	6.032	/m/04qvtq
iIYEeiW9pNM_70000	0.000	10.000	/m/012ndj
4qBXePjpr_Q_370000	0.000	10.000	/m/04qvtq
H7ZugYM2-gM_0	0.000	10.000	/m/012ndj
3vBu3hZCzSM_0	0.028	10.000	/m/012n7d
5EtOL1qJx4s_20000	0.000	10.000	/m/012n7d
mgVA49IcX0s_30000	4.794	7.983	/m/012ndj
aVvka4M979A_25000	0.000	9.110	/m/03j1ly
YoGfsvQOEWc_0	0.020	3.105	/m/04qvtq
FZLnBJ7vnHY_10000	0.000	10.000	/m/04qvtq
10R2yQUbKzc_30000	5.976	10.000	/m/012ndj
dZCkCEWQ_DI_30000	0.000	10.000	/m/04qvtq
Abpo_nDpLPk_30000	3.096	4.413	/m/012ndj
RDHd5pDWJMc_30000	0.000	10.000	/m/04qvtq
h97pKUkOAiU_6000	0.000	9.859	/m/012ndj
tiTGKI-M8Hc_30000	0.394	3.000	/m/04qvtq
nwg2YAclas4_70000	3.654	5.433	/m/012ndj
8F-ndyrEWJ8_470000	0.000	1.848	/m/04qvtq
8vPRbqUP33A_30000	0.000	10.000	/m/012ndj
rLYi3vgZQCI_10000	0.000	10.000	/m/012ndj
FkD4jOl-IL8_30000	0.000	1.339	/m/04qvtq
X_S8kWs1y_Q_40000	4.343	4.522	/m/03j1ly
X_S8kWs1y_Q_40000	4.863	5.131	/m/03j1ly
X_S8kWs1y_Q_40000	5.481	5.806	/m/03j1ly
X_S8kWs1y_Q_40000	6.260	6.780	/m/03j1ly
X_S8kWs1y_Q_40000	7.203	7.641	/m/03j1ly
X_S8kWs1y_Q_40000	7.918	8.218	/m/03j1ly
MhyOX0xtaGQ_3000	0.000	9.910	/m/012n7d
pX9ZqZHJqVw_140000	0.000	10.000	/m/012ndj
z57bR_2M-NE_60000	0.000	10.000	/m/012ndj
YV2wuAimpOQ_210000	0.000	10.000	/m/012ndj
-d-T8Y9-TOg_17000	0.012	8.983	/m/012n7d
fEFBJjVl3OA_290000	0.008	10.000	/m/04qvtq
UbkUtLiMNSI_100000	0.000	0.292	/m/012n7d
UbkUtLiMNSI_100000	0.519	2.086	/m/012n7d
UbkUtLiMNSI_100000	2.478	3.117	/m/012n7d
UbkUtLiMNSI_100000	3.364	3.653	/m/012n7d
UbkUtLiMNSI_100000	4.725	5.055	/m/012n7d
UbkUtLiMNSI_100000	7.900	9.158	/m/012n7d
nHiLu70TK5Y_200000	0.000	10.000	/m/03j1ly
rx9Sarky2d8_50000	0.000	3.369	/m/012ndj
rx9Sarky2d8_50000	3.450	10.000	/m/012ndj
wARxA8vm_ws_50000	0.000	10.000	/m/03j1ly
ngm1xgtAaio_30000	0.000	10.000	/m/012n7d
hr-tBZ9v1bg_30000	0.000	10.000	/m/012ndj
tYhS55mkbEo_90000	0.000	10.000	/m/012ndj
dXpQ1FOJpHg_40000	0.000	10.000	/m/03j1ly
mXPH51Cbawc_17000	0.000	9.953	/m/012ndj
gb8OEks79nk_280000	0.000	10.000	/m/03j1ly
MMQLD910Rpw_0	3.788	10.000	/m/012n7d
gNxIU8q80l0_90000	0.000	10.000	/m/012ndj
roo2yz59HBE_30000	0.000	10.000	/m/012n7d
p_SklLgMpBo_30000	0.000	10.000	/m/04qvtq
5GUTCDIP02U_30000	0.000	9.938	/m/012ndj
Isi7txrCZGc_10000	0.000	10.000	/m/04qvtq
2xvqbtV1vfQ_30000	0.000	10.000	/m/03j1ly
3iSc3b-JMZo_30000	0.000	10.000	/m/012ndj
rOR09RY5Lbc_16000	0.000	9.751	/m/03j1ly
7J7_OGwI2O4_0	0.000	3.725	/m/04qvtq
7J7_OGwI2O4_0	7.765	10.000	/m/04qvtq
5fOLoGcOdVs_30000	0.000	10.000	/m/012ndj
bIU0X1v4SF0_60000	0.000	4.540	/m/03j1ly
MpAo8pQiZFI_40000	0.000	10.000	/m/012ndj
MpAo8pQiZFI_40000	6.050	10.000	/m/04qvtq
LB5zwBmY7tU_30000	0.000	10.000	/m/012ndj
qN2oC8mMjZk_30000	0.000	10.000	/m/012ndj
K8Vyj2Eum8I_20000	0.000	10.000	/m/012n7d
r_VhtoyxvAs_10000	3.772	9.528	/m/012ndj
sCvxxuz3l_A_10000	3.767	10.000	/m/012ndj
nC_IPV1fOVg_0	0.086	8.004	/m/012n7d
qZVayEmAzw4_40000	0.000	6.829	/m/012ndj
qZVayEmAzw4_40000	7.737	10.000	/m/012ndj
H0NKU8-RsjA_420000	0.000	1.908	/m/012ndj
jKSrUKUQfhQ_20000	0.000	5.359	/m/012ndj
jKSrUKUQfhQ_20000	6.309	10.000	/m/012ndj
sPeu5IRj5nc_0	0.114	10.000	/m/04qvtq
RQOk3g7ZlVQ_30000	3.409	9.601	/m/04qvtq
FuxDgrbnLkk_30000	0.000	10.000	/m/03j1ly
attauSOGwBw_0	0.051	10.000	/m/03j1ly
_S7baZ3EtZY_40000	0.000	1.805	/m/03j1ly
_S7baZ3EtZY_40000	5.786	9.371	/m/03j1ly
Yo_U9CEycKI_250000	5.398	10.000	/m/012n7d
eMX2eP3EedA_30000	2.543	10.000	/m/04qvtq
BiUEVx_G0nU_11000	0.000	9.852	/m/012n7d
kY4oaEjfxCc_290000	0.000	10.000	/m/03j1ly
0qzduT2AHmo_20000	9.015	10.000	/m/012ndj
G_7-IR3pl8E_0	0.000	10.000	/m/012n7d
NMAzonWtqtg_0	1.190	10.000	/m/012n7d
1K0Y5IjgHVo_130000	2.683	10.000	/m/012ndj
myRDci4OTEA_0	0.138	10.000	/m/012ndj
2Pk0WqSZ8zU_70000	0.000	10.000	/m/012ndj
I6gIW8VUXp0_30000	0.000	10.000	/m/04qvtq
iRxaPHHvyIk_50000	0.000	10.000	/m/012n7d
USi-AqySbzU_30000	0.000	10.000	/m/03j1ly
ieRFqr7RlHU_6000	0.000	1.274	/m/012ndj
714lnnBCFOU_30000	0.000	10.000	/m/012ndj
v4REZ0nM5Jg_13000	0.000	9.675	/m/012ndj
PCJhQJCQZeo_40000	0.000	10.000	/m/012ndj
hdWZ3LrSiuo_30000	0.000	2.588	/m/04qvtq
P1Wlv1SqBcQ_270000	0.000	10.000	/m/012ndj
86VYxet0LXs_210000	6.320	10.000	/m/012ndj
YCxcyolfDn4_50000	0.444	0.883	/m/03j1ly
ec1BGiYqf-o_21000	1.267	9.186	/m/012ndj
heuNPPsMysU_550000	0.000	10.000	/m/03j1ly
zuhOZVzQik8_16000	0.000	9.353	/m/012ndj
G7IUTroCggA_50000	1.764	10.000	/m/04qvtq
ggsFp99brsU_100000	1.533	10.000	/m/012ndj
jTweLqDIZWk_40000	0.000	4.629	/m/012ndj
DVAfQPhd9ck_250000	0.000	10.000	/m/04qvtq
NCto3N2D0aY_10000	0.000	3.986	/m/012n7d
NCto3N2D0aY_10000	4.189	10.000	/m/012n7d
Fi30Q7gb-bY_30000	0.000	10.000	/m/012n7d
R9dokl6P_hg_4000	0.000	9.026	/m/012ndj
yC-c7txcfcA_30000	0.000	10.000	/m/04qvtq
-tb1M-QeCjI_20000	0.000	10.000	/m/012ndj
u9aHjYGbl5o_30000	0.000	10.000	/m/03j1ly
PpmxjGpTx8Q_10000	0.000	9.356	/m/012ndj
5Va6_5kQUik_10000	8.102	10.000	/m/012n7d
enL18sXbrXM_12000	0.000	9.107	/m/012n7d
gJNYHdCWHpc_30000	0.000	10.000	/m/04qvtq
-mfOIJLtEVM_19000	0.000	9.409	/m/012ndj
qGLJ41P17Rk_30000	0.000	10.000	/m/04qvtq
90DSJfFfvio_200000	0.000	10.000	/m/012ndj
90DSJfFfvio_200000	0.924	2.742	/m/012n7d
cM24ZpTlXN0_40000	0.000	10.000	/m/012ndj
GizX7pGc3Ec_30000	0.000	10.000	/m/012ndj
B8TLrMJfq0Q_30000	0.000	10.000	/m/012ndj
IoHTxECdo30_270000	0.000	10.000	/m/012ndj
CDSnhR5KPpc_90000	0.000	10.000	/m/012n7d
uuCsu6qOvgE_70000	0.984	5.474	/m/04qvtq
uuCsu6qOvgE_70000	5.733	9.902	/m/04qvtq
ascISG_k9s4_130000	0.008	10.000	/m/03j1ly
_CTmVtwM-M8_30000	0.000	0.814	/m/04qvtq
_CTmVtwM-M8_30000	2.729	3.028	/m/04qvtq
_CTmVtwM-M8_30000	3.142	3.394	/m/04qvtq
_CTmVtwM-M8_30000	3.486	4.346	/m/04qvtq
_CTmVtwM-M8_30000	4.794	4.989	/m/04qvtq
_CTmVtwM-M8_30000	5.149	5.378	/m/04qvtq
_CTmVtwM-M8_30000	5.539	6.032	/m/04qvtq
_CTmVtwM-M8_30000	7.569	10.000	/m/04qvtq
57NefYJLTE4_30000	0.008	10.000	/m/04qvtq
eMVmUcK0xBU_0	0.085	8.161	/m/04qvtq
A5ZGEJKUTXY_30000	0.000	4.893	/m/04qvtq
0eq4AberCIY_17000	0.000	9.858	/m/04qvtq
Vsve5nA3bSc_30000	0.000	10.000	/m/03j1ly
HxB6C9su7ts_270000	0.000	10.000	/m/03j1ly
fj1fknZPxUA_0	6.134	10.000	/m/012ndj
-F2lk9A8B8M_30000	2.911	10.000	/m/04qvtq
_U4NdEH1I-k_30000	0.000	10.000	/m/03j1ly
2sckeiQnL5I_0	0.118	10.000	/m/04qvtq
sJI6U9pYd-s_220000	0.000	4.953	/m/012ndj
UEMwUub78Ew_0	4.740	10.000	/m/04qvtq
NSO3huqx3KE_16000	0.000	9.658	/m/03j1ly
S_H0pbdKOMI_130000	0.000	10.000	/m/012n7d
S_H0pbdKOMI_130000	0.000	10.000	/m/012ndj
xDRZQxau_fM_510000	6.659	10.000	/m/012ndj
rpCVfEusnE0_0	0.006	7.651	/m/012n7d
JSuUyOociUo_30000	0.000	10.000	/m/012ndj
S8FTFGdNtkk_20000	8.354	10.000	/m/012ndj
nlBVY8iOEn0_28000	0.000	9.477	/m/012ndj
JF1ijl5xZBA_10000	0.014	9.621	/m/04qvtq
vNFPTjEsySw_10000	5.913	10.000	/m/04qvtq
kR94OFbwDk4_100000	0.000	5.944	/m/03j1ly
kR94OFbwDk4_100000	7.063	10.000	/m/03j1ly
BI7gbKbxMe0_120000	0.000	10.000	/m/012ndj
5XO3ot5rF7Q_40000	0.000	10.000	/m/03j1ly
EnxS29QYoSE_0	0.630	10.000	/m/012n7d
bxMlJLIi8_A_80000	0.000	10.000	/m/04qvtq
odOLRKZ0MxI_30000	0.000	10.000	/m/012n7d
T6nJKKsh0Qk_30000	0.000	10.000	/m/012ndj
KbgDRF-oWSo_0	4.142	10.000	/m/012n7d
iiSx5bLo7ac_30000	0.000	10.000	/m/04qvtq
e3nanB6nrnQ_10000	0.000	10.000	/m/012ndj
wiuyQrn-cYU_21000	5.402	9.232	/m/03j1ly
iWiocYCLslw_30000	0.000	9.737	/m/012ndj
Rq6dML0xavA_30000	0.000	10.000	/m/012ndj
OFyBlqJKR0I_30000	0.000	0.865	/m/04qvtq
OFyBlqJKR0I_30000	1.279	1.520	/m/04qvtq
OFyBlqJKR0I_30000	1.595	1.798	/m/04qvtq
OFyBlqJKR0I_30000	1.919	2.114	/m/04qvtq
OFyBlqJKR0I_30000	2.295	2.453	/m/04qvtq
OFyBlqJKR0I_30000	2.596	2.792	/m/04qvtq
OFyBlqJKR0I_30000	2.980	3.123	/m/04qvtq
OFyBlqJKR0I_30000	3.950	4.101	/m/04qvtq
OFyBlqJKR0I_30000	4.417	4.567	/m/04qvtq
OFyBlqJKR0I_30000	4.778	5.598	/m/04qvtq
OFyBlqJKR0I_30000	5.922	7.637	/m/04qvtq
GVZwmzYJaoU_30000	0.000	10.000	/m/012ndj
AC1OebecQoc_170000	0.000	10.000	/m/012ndj
eejJuwReHV0_30000	2.579	6.154	/m/04qvtq
xpSkkPTtQw4_80000	0.000	3.649	/m/03j1ly
xpSkkPTtQw4_80000	5.521	9.139	/m/03j1ly
N2nBESKIP8c_210000	1.921	10.000	/m/012n7d
2xD3xJDlvFc_6000	0.015	3.056	/m/012ndj
UiSil-toj2E_240000	0.000	10.000	/m/012ndj
HOlAFkMT1Do_30000	0.000	0.850	/m/04qvtq
HOlAFkMT1Do_30000	2.189	3.969	/m/04qvtq
HOlAFkMT1Do_30000	7.882	9.827	/m/04qvtq
XDMsiZECSYc_50000	6.748	8.324	/m/04qvtq
siq-wRzZ4eo_26000	0.000	9.387	/m/012n7d
ymP3qIWN0qQ_21000	0.000	5.568	/m/04qvtq
ymP3qIWN0qQ_21000	7.196	9.070	/m/04qvtq
hajO5M7Q2t0_10000	0.000	9.575	/m/012n7d
4VI-WbqxPEc_90000	5.523	10.000	/m/04qvtq
D4M3YT75ZrQ_570000	0.472	10.000	/m/012n7d
G-pf0FF6LWU_30000	0.000	10.000	/m/012n7d
ET_ReejWJgI_0	0.064	5.000	/m/012n7d
JfzM_99kuTU_0	0.065	0.643	/m/04qvtq
JfzM_99kuTU_0	2.024	4.890	/m/04qvtq
JfzM_99kuTU_0	5.887	9.206	/m/04qvtq
CrJGtoCsIpU_30000	0.000	10.000	/m/012n7d
0KdKx63QmMk_120000	0.008	10.000	/m/012ndj
l3TbNnDlYtM_380000	5.251	10.000	/m/03j1ly
FDkl-22SzfA_6000	0.000	9.023	/m/04qvtq
